Year Assigned,Month Assigned,Assignment Type,Structure Number,Structure Type,Parallel Structure,County,Division,Structure Length,Deck Width,Deck Condition,Superstructure Condition,Substructure Condition,Culvert Condition,Year Built,Year Reconstructed,Latitude,Longitude,Google Maps Url,Superstructure,Substructure,Feature Carried,Feature Intersected
2026,4,"Municipal","800129","BRIDGE","","RUTHERFORD",13,9.1,6.7,7,7,6,,1938,1983,35.43996861,-82.22552151,"http://maps.google.com/maps?q=35.4399686054301,-82.2255215103457&z=20&ll=35.4399686054301,-82.2255215103457&t=k","PRESTRESSED CONCRETE CORED SLAB","RC CAPS/MASONRY ABUTS","BOYS CAMP ROAD","ROCK CREEK"
2026,4,"Municipal","800130","BRIDGE","","RUTHERFORD",13,36.2,4.4,7,7,6,,1938,1984,35.42857658,-82.19231274,"http://maps.google.com/maps?q=35.4285765772006,-82.192312735649&z=20&ll=35.4285765772006,-82.192312735649&t=k","STEEL PLANK FLOOR ON I-BEAMS","RC CAPS/MASONRY ABUTS;BTS:RC CAPS/PPC PILES","CHARLOTTE DRIVE","LAKE LURE"
2026,4,"Municipal","800131","BRIDGE","","RUTHERFORD",13,21.6,6.5,4,7,6,,1978,,35.41632767,-82.19785021,"http://maps.google.com/maps?q=35.4163276734365,-82.1978502128626&z=20&ll=35.4163276734365,-82.1978502128626&t=k","TIMBER FLOOR ON I-BEAMS","E.BTS&BTS:TIM.CAPS/TIM.PILES","TRYON BAY CIRCLE","CANE CREEK"
2026,4,"Municipal","870102","BRIDGE","","TRANSYLVANIA",14,15.8,10,7,7,8,,2023,,35.24033934,-82.73458376,"http://maps.google.com/maps?q=35.2403393422164,-82.7345837627911&z=20&ll=35.2403393422164,-82.7345837627911&t=k","PRESTRESSED CONCRETE CORED SLAB","END BENTS RC ABUTMENTS ON H-PILES","RAILROAD AVENUE","KINGS CREEK"
2026,4,"Municipal","870208","PIPE","","TRANSYLVANIA",14,6.4,,,,,6,1987,,35.25089213,-82.70576228,"http://maps.google.com/maps?q=35.2508921289559,-82.7057622765809&z=20&ll=35.2508921289559,-82.7057622765809&t=k","2 LNS.103"" X75"" C.M.PIPE ARCH;40' ALONG CENTERLINE PIPE","","CHERRY STREET","LAMB CREEK"
2026,4,"State","100100","BRIDGE","","BUNCOMBE",13,21.9,9.1,8,8,8,,2020,,35.51578433,-82.39708676,"http://maps.google.com/maps?q=35.5157843274561,-82.3970867576555&z=20&ll=35.5157843274561,-82.3970867576555&t=k","PRECAST PRESTRESSED CONCRETE CORED SLAB UNIT","E.BTS.:RC CAP/H-PILES @ 8'- 3"" CENTERS","SR2815","ASHWORTH CREEK"
2026,4,"State","100106","BRIDGE","","BUNCOMBE",13,9.4,6.2,8,7,7,,1960,2016,35.51481295,-82.33189576,"http://maps.google.com/maps?q=35.514812949563,-82.3318957589584&z=20&ll=35.514812949563,-82.3318957589584&t=k","TIMBER FLOOR ON I-BEAMS","NEW ABUTS TIED TO RUBBLE MASONRY","SR2806","GARREN CREEK"
2026,4,"State","100253","BRIDGE","","BUNCOMBE",13,131.3,10.2,6,6,6,,1966,2013,35.5544437,-82.61159691,"http://maps.google.com/maps?q=35.5544436989436,-82.6115969130669&z=20&ll=35.5544436989436,-82.6115969130669&t=k","REINFORCED CONCRETE FLOOR ON CANTL.STL.PLATE GIRDERS","E.BTS:RC CAPS/H-PILES;INT.BTS:RC HAMMERHEADS/H-PILE FTG.","I-26 WBL","I-240"
2026,4,"State","100505","PIPE","","BUNCOMBE",13,8.5,,,,,6,1987,,35.61854102,-82.29989574,"http://maps.google.com/maps?q=35.6185410222207,-82.2998957350362&z=20&ll=35.6185410222207,-82.2998957350362&t=k","2 LINE 140X96 CMP ARCH: 40'-7"" ALONG THE CENTER LINE","40'-7"" ALONG CENTERLINE PIPE","SR2702","SWANNANOA RIVER"
2026,4,"State","100547","BRIDGE","","BUNCOMBE",13,9.7,6.4,8,7,7,,2016,,35.45374071,-82.60848114,"http://maps.google.com/maps?q=35.4537407108041,-82.6084811435004&z=20&ll=35.4537407108041,-82.6084811435004&t=k","TIMBER FLOOR ON STEEL I-BEAMS","E.BTS:RC CAPS, ABUTMENTS AND FOOTINGS","SR3491","AVERY CREEK"
2026,4,"State","100897","BRIDGE","L","BUNCOMBE",13,141.4,45.4,8,9,8,,2021,,35.51280884,-82.58470018,"http://maps.google.com/maps?q=35.5128088352264,-82.5847001814255&z=20&ll=35.5128088352264,-82.5847001814255&t=k","REINFORCED CONCRETE FLOOR ON STEEL PLATE GIRDERS (SIP FORMS)","E.BTS: RC CAPS/ H-PILES; INT.BTS:RC CAPS/RC DRILLED SHAFT PIER","I-26","FRENCH BROAD RIVER"
2026,4,"State","430178","BRIDGE","","HAYWOOD",14,7.9,6,7,4,4,,1959,,35.62188916,-82.86496247,"http://maps.google.com/maps?q=35.6218891564849,-82.8649624742831&z=20&ll=35.6218891564849,-82.8649624742831&t=k","TIMBER FLOOR ON CONT. I-BEAMS","","SR1503","LINER CREEK"
2026,4,"State","430235","BRIDGE","","HAYWOOD",14,65.5,11,5,6,6,,1961,,35.54556547,-82.90383002,"http://maps.google.com/maps?q=35.545565465657,-82.9038300160328&z=20&ll=35.545565465657,-82.9038300160328&t=k","REINFORCED CONCRETE FLOOR ON I-BEAMS","E.BTS:RC SPILL THRU;INT.BTS:RC POST&BEAM","SR1535","I-40"
2026,4,"State","440357","PIPE","","HENDERSON",14,18.2,,,,,3,1960,,35.34082806,-82.54680887,"http://maps.google.com/maps?q=35.3408280595811,-82.5468088656497&z=20&ll=35.3408280595811,-82.5468088656497&t=k","5 LINES 96 CM PIPE;40' ALONG CENTERLINE PIPE","","SR2115","SHAW CREEK"
2026,4,"State","440358","PIPE","","HENDERSON",14,,,,,,,,,35.3638905,-82.51991987,"http://maps.google.com/maps?q=35.3638905016498,-82.5199198666186&z=20&ll=35.3638905016498,-82.5199198666186&t=k","1 LINE 108X98; 1 LINE 108X97  CM PIPE;60'ALONG CENTERLINE PIPE","","SR2044","UT TO FRENCH BROAD RIVER"
2026,4,"State","580028","CULVERT","","MCDOWELL",13,45.7,10.2,7,6,7,,1965,,35.60519073,-81.98465571,"http://maps.google.com/maps?q=35.6051907314901,-81.9846557146632&z=20&ll=35.6051907314901,-81.9846557146632&t=k","TRIPLE 9'X8' RCBC;153'-1.75 ALONG CENTERLINE CULVERT","","US221","GOOSE CREEK"
2026,4,"State","580029","CULVERT","","MCDOWELL",13,146.9,10.3,6,6,6,,1966,,35.62229059,-81.9862128,"http://maps.google.com/maps?q=35.6222905873914,-81.9862127961625&z=20&ll=35.6222905873914,-81.9862127961625&t=k","TRIPLE 11'X12'RC BOX CULVERT;58' ALONG CENTERLINE CULVERT","","US221","N MUDDY CREEK"
2026,4,"State","580035","CULVERT","","MCDOWELL",13,121.3,10.3,6,6,6,,1966,,35.61916003,-81.97073019,"http://maps.google.com/maps?q=35.6191600275064,-81.97073018969&z=20&ll=35.6191600275064,-81.97073018969&t=k","TRIPLE 12'X9' RCBC;44'-5"" ALONG CENTERLINE CULVERT","","SR1794","NORTH MUDDY CREEK"
