Year Assigned,Month Assigned,Assignment Type,Structure Number,Structure Type,Parallel Structure,County,Division,Structure Length,Deck Width,Deck Condition,Superstructure Condition,Substructure Condition,Culvert Condition,Year Built,Year Reconstructed,Latitude,Longitude,Google Maps Url,Superstructure,Substructure,Feature Carried,Feature Intersected
2025,10,State,620048,BRIDGE,,MOORE,8,70,12,7,7,7,,1959,,35.45801269,-79.36967488,"http://maps.google.com/maps?q=35.4580126878226,-79.3696748827988&z=20&ll=35.4580126878226,-79.3696748827988&t=k",TIMBER DECK ON I-BEAMS,ABUTMENTS & INTERIOR BENTS:MASS CONCRETE,SR1625,BIG GOVERNORS CREEK
2025,10,State,620051,BRIDGE,,MOORE,8,40,14.2,7,6,7,,1969,,35.49540316,-79.42086756,"http://maps.google.com/maps?q=35.4954031632184,-79.4208675622991&z=20&ll=35.4954031632184,-79.4208675622991&t=k",TIMBER DECK ON I-BEAMS (CONTINUOUS),"ABUT:MASS CONCRETE, INT.BT:TIMBER CAP & PILES, CONCRETE ENCASED",SR1619,TRIBUTARY OF DEEP RIVER
2025,10,State,620053,BRIDGE,,MOORE,8,150,25.4,6,6,6,,1951,,35.49856533,-79.45127399,"http://maps.google.com/maps?q=35.4985653332485,-79.4512739893042&z=20&ll=35.4985653332485,-79.4512739893042&t=k",REINFORCED CONCRETE DECK ON I-BEAMS,"END BENTS:RC CAP ON TIMBER PILES, INT.BENTS:RC POST & BEAM",SR1606,TYSONS CREEK
2025,10,State,620063,BRIDGE,,MOORE,8,159,34.3,7,8,7,,2019,,35.47088824,-79.51631806,"http://maps.google.com/maps?q=35.4708882382731,-79.5163180585346&z=20&ll=35.4708882382731,-79.5163180585346&t=k",RC DECK ON PPC MODIFIED BULB TEE GIRDERS; SIP FORMS; APPROACH SLABS,E.BTS.:RC CAP ON STL PILES;  INT.BT: RC CAP ON DRILLED PIERS,NC22,BUFFALO CREEK
2025,10,State,620064,BRIDGE,,MOORE,8,150,33,8,8,8,,2013,,35.3993474,-79.43003414,"http://maps.google.com/maps?q=35.3993473968287,-79.4300341380008&z=20&ll=35.3993473968287,-79.4300341380008&t=k","PRECAST PRESTRESSED CONCRETE CORED SLAB, APPROACH SLABS","END BENTS: RC CAP & STEEL PILES, INT.BENTS: RC CAP ON DRILLED SHAFT PIERS",SR1642,MCLENDONS CREEK
2025,10,State,620078,BRIDGE,,MOORE,8,160,33.3,7,8,8,,2008,,35.48730615,-79.59839416,"http://maps.google.com/maps?q=35.4873061531325,-79.5983941553511&z=20&ll=35.4873061531325,-79.5983941553511&t=k","RC DECK ON PPC GIRDERS (CONTINUOUS), SIP FORMS, APPROACH SLABS","EBT#1:RC CAP & STEEL PILES, EBT#2:RC CAP & SPR.FTGS, INT.BTS:RC CAPS ON DRILLED  PIERS",SR1456,GRASSY CREEK
2025,10,State,620179,BRIDGE,,MOORE,8,52,27.1,8,8,7,,1995,,35.26459449,-79.40252834,"http://maps.google.com/maps?q=35.2645944941427,-79.4025283445186&z=20&ll=35.2645944941427,-79.4025283445186&t=k",PRECAST PRESTRESSED CONCRETE CORED SLAB ( BMD-29 ),END BENTS:REINFORCED CONCRETE CAP ON STEEL PILES,SR1840,NICKS CREEK
2025,10,State,620185,BRIDGE,,MOORE,8,53,25.9,7,7,7,,1924,,35.23764867,-79.44773823,"http://maps.google.com/maps?q=35.2376486712775,-79.4477382319808&z=20&ll=35.2376486712775,-79.4477382319808&t=k",REINFORCED CONCRETE THROUGH GIRDERS,ABUTMENTS:REINFORCED CONCRETE FULL HEIGHT,SR1285,NICK'S CREEK
2025,10,State,750012,CULVERT,,RANDOLPH,8,38,117,,,,6,1959,,35.61899066,-80.01126036,"http://maps.google.com/maps?q=35.6189906590914,-80.0112603577994&z=20&ll=35.6189906590914,-80.0112603577994&t=k","QUADRUPLE 9'X9' RC BOX CULVERT, 117'0""ALONG CENTERLINE OF CULVERT",,NC49,SECOND CREEK
2025,10,State,750022,BRIDGE,,RANDOLPH,8,151,32.5,6,7,7,,1971,,35.56375933,-79.9752651,"http://maps.google.com/maps?q=35.5637593251006,-79.9752651032685&z=20&ll=35.5637593251006,-79.9752651032685&t=k",RC DECK ON PRECAST PRESTRESSED CONCRETE GIRDERS,"END BENTS:RC CAPS ON STEEL PILES, INT.BENTS:RC POST & BEAM",SR1143,UWHARRIE RIVER
2025,10,State,750428,CULVERT,,RANDOLPH,8,22,84.5,,,,6,1995,,35.82299081,-79.80552173,"http://maps.google.com/maps?q=35.8229908067705,-79.8055217327811&z=20&ll=35.8229908067705,-79.8055217327811&t=k","DOUBLE 10'X8' RC BOX CULVERT; 84'6"" ALONG CENTERLINE OF CULVERT",,SR1952,CR. OFF DEEP RIVER
2025,10,State,750474,CULVERT,,RANDOLPH,8,21,163.7,,,,6,1939,1988,35.73561234,-79.6631994,"http://maps.google.com/maps?q=35.7356123402478,-79.663199397577&z=20&ll=35.7356123402478,-79.663199397577&t=k","DOUBLE 10'X10' RC BOX CULVERT, 163'2""ALONG CENTERLINE OF CULVERT",,"US64,NC49",CREEK OFF DEEP RIVER
2025,10,State,750478,CULVERT,,RANDOLPH,8,22,347,,,,6,1964,,35.7043036,-79.83167295,"http://maps.google.com/maps?q=35.7043036020809,-79.8316729511445&z=20&ll=35.7043036020809,-79.8316729511445&t=k",DOUBLE 8'X9' RCBC; 347' ALONG CENTERLINE OF CULVERT,,"I73, I74, US220",CEDAR CREEK
2025,10,State,750506,PIPE,,RANDOLPH,8,30,60,,,,6,1997,,35.75425913,-79.64181737,"http://maps.google.com/maps?q=35.7542591330799,-79.6418173664423&z=20&ll=35.7542591330799,-79.6418173664423&t=k","3 LINES 87""X63"" CM PIPE ARCH; 60' ALONG CENTERLINE OF PIPE",,SR2442,CREEK OFF DEEP RIVER
2025,10,State,750571,BRIDGE,,RANDOLPH,8,217,62.3,7,8,7,,2017,,35.67833046,-79.76379623,"http://maps.google.com/maps?q=35.6783304622599,-79.7637962305631&z=20&ll=35.6783304622599,-79.7637962305631&t=k",RC DECK ON PPC MODIFIED TEE BULB GDRS. (CONT.); METAL SIP FORMS; APPROACH SLABS,INTEGRAL END BTS: RC CAPS ON STEEL PILES; INT.BTS: RC CAP ON RC COLUMNS / FTGS.,NC42,US64 BYP FUTURE
