Year Assigned,Month Assigned,Assignment Type,Structure Number,Structure Type,Parallel Structure,County,Division,Structure Length,Deck Width,Deck Condition,Superstructure Condition,Substructure Condition,Culvert Condition,Year Built,Year Reconstructed,Latitude,Longitude,Google Maps Url,Superstructure,Substructure,Feature Carried,Feature Intersected
2025,2,State,180065,PIPE,,CHATHAM,8,36,63,,,,8,2018,,35.8001388,-79.11036676,"http://maps.google.com/maps?q=35.8001387973387,-79.1103667605838&z=20&ll=35.8001387973387,-79.1103667605838&t=k","2 LINES 168""X103"" ALUMINUM STRL. PLATE PIPE ARCH; 63' ALONG CENTERLINE OF PIPE",ALUMINUM HEADWALLS,SR1527,POKEBERRY CREEK
2025,2,State,180084,BRIDGE,,CHATHAM,8,90,30.3,6,6,5,,1980,,35.85192255,-79.19201581,"http://maps.google.com/maps?q=35.8519225491129,-79.1920158106136&z=20&ll=35.8519225491129,-79.1920158106136&t=k",PPC CORED SLAB (BMD-19),END & INTERIOR BENTS:PPC CAPS ON STEEL PILES,SR1539,TERRELLS CREEK
2025,2,State,180150,PIPE,,CHATHAM,8,21,60.2,,,,6,2004,,35.63347437,-79.19535359,"http://maps.google.com/maps?q=35.6334743679185,-79.1953535919851&z=20&ll=35.6334743679185,-79.1953535919851&t=k","2 LINES 103"" X 70"" CM PIPE ARCH,60'-2"" ALONG CENTERLINE PIPE ARCH",,SR2222,CREEK
2025,2,State,180229,BRIDGE,,CHATHAM,8,36,28.1,6,5,6,,2002,,35.54105571,-79.45794582,"http://maps.google.com/maps?q=35.5410557122732,-79.4579458209678&z=20&ll=35.5410557122732,-79.4579458209678&t=k",TIMBER DECK ON I-BEAMS (HAS SALVAGED BEAMS),"E.BNTS:STEEL CAPS ON H-PILES/PILES, CONC.ENCASED, TIM.BULKHEADS",SR2314,TYSONS CREEK
2025,2,State,180247,PIPE,,CHATHAM,8,32,124.5,,,,7,2004,,35.64815566,-79.52291664,"http://maps.google.com/maps?q=35.6481556641009,-79.5229166392233&z=20&ll=35.6481556641009,-79.5229166392233&t=k","SINGLE 32'-0"" X 10'-0"" PRECAST CONCRETE CROWNSPAN124'-6"", ALONG CTR.LN. OF CROWNSPAN",,SR1100,LITTLE BRUSH CREEK
2025,2,State,180370,PIPE,,CHATHAM,8,27,60.7,,,,6,1999,,35.66101105,-79.23358522,"http://maps.google.com/maps?q=35.6610110494509,-79.2335852230434&z=20&ll=35.6610110494509,-79.2335852230434&t=k","2 LINES OF 142"" X 91"" CM PIPE ARCH, 60'-8"" ALONG CENTERLINE OF PIPE",,SR2158,BRANCH OF ROCKY RIVER
2025,2,State,180395,BRIDGE,,CHATHAM,8,136,30.3,6,6,6,,1970,,35.73009677,-79.54197858,"http://maps.google.com/maps?q=35.730096767481,-79.5419785817752&z=20&ll=35.730096767481,-79.5419785817752&t=k",PRESTRESSED CONCRETE CORED SLAB (BMD-19),"END & INT. BENTS:PPC CAP & STEEL PILES, INT. BENTS:PILES CONCRETE ENCASED",SR1101,BRUSH CREEK
2025,2,State,180398,BRIDGE,,CHATHAM,8,45,30.3,6,6,5,,1971,,35.80947112,-79.32535802,"http://maps.google.com/maps?q=35.809471116557,-79.3253580213766&z=20&ll=35.809471116557,-79.3253580213766&t=k",PRECAST PRESTRESSED CONCRETE CORED SLAB (BMD-19),"EBTS: PPC CAPS/ STEEL H- PILES, CONCRETE ENCASED, TIMBER BULKHEADS",SR1555,TERRELLS CREEK
2025,2,State,250490,BRIDGE,L,CUMBERLAND,6,198,45.3,8,9,8,,2022,,34.93179819,-78.98956784,"http://maps.google.com/maps?q=34.9317981917589,-78.989567838999&z=20&ll=34.9317981917589,-78.989567838999&t=k","RC DECK ON 45"" F.I.B. PPC GIRDERS, PPC DECK PANELS, APPROACH SLABS","INTEGRAL EBTS: RC CAPS/STEEL H- PILES, IBTS: RC CAPS/ STEEL PIPE PILES @ 6.5' CENTERS",NC295S,"CSX RR, SR1117"
2025,2,State,250491,BRIDGE,R,CUMBERLAND,6,198,45.3,8,8,9,,2021,,34.93202235,-78.9893973,"http://maps.google.com/maps?q=34.9320223479088,-78.9893972978112&z=20&ll=34.9320223479088,-78.9893972978112&t=k","RC DECK ON 45"" F.I.B. PC GIRDERS, PPC DECK PANELS, APPROACH SLABS","INTEGRAL END BENTS: RC CAPS ON STEEL PILES, MSE HEADWALLS; INT. BENTS: RC CAPS ON STEEL PIPE PILES",NC295N,"CSX RR, SR1117"
2025,2,State,250494,BRIDGE,L,CUMBERLAND,6,410.7,45.3,8,8,8,,2022,,34.95774498,-78.99473342,"http://maps.google.com/maps?q=34.9577449782067,-78.9947334150866&z=20&ll=34.9577449782067,-78.9947334150866&t=k","RC DECK ON PRECAST PRESTRESSED CONCRETE GIRDERS, PPC DECK PANELS, APPROACH SLABS",INTEGRAL END BENTS: RC CAPS ON STEEL PILES; INT. BENTS: RC CAPS ON STEEL PILES,I-295S (FUTURE),ROCKFISH CREEK
