Year Assigned,Month Assigned,Assignment Type,Structure Number,Structure Type,Parallel Structure,County,Division,Structure Length,Deck Width,Deck Condition,Superstructure Condition,Substructure Condition,Culvert Condition,Year Built,Year Reconstructed,Latitude,Longitude,Google Maps Url,Superstructure,Substructure,Feature Carried,Feature Intersected
2024,10,State,030012,BRIDGE,,ANSON,10,66,33.2,7,7,6,,1939,,34.8565007,-80.09412757,"http://maps.google.com/maps?q=34.8565007017523,-80.0941275717184&z=20&ll=34.8565007017523,-80.0941275717184&t=k",REINFORCED CONCRETE RIGID FRAME SLAB (CONTINUOUS),"ABUTMENTS:RC FULL HEIGHT, INTERIOR BENT:RC SOLID PIER",NC742,SOUTH FORK JONES CREEK
2024,10,State,030039,BRIDGE,,ANSON,10,180,20,5,4,5,,1955,,34.89629141,-79.98283094,"http://maps.google.com/maps?q=34.8962914125519,-79.9828309413608&z=20&ll=34.8962914125519,-79.9828309413608&t=k",REINFORCED CONCRETE DECK ON I-BEAMS,"ABUTMENTS:RC SPILL THRU,INTERIOR BENTS:RC POST & BEAMS",SR1812,JONES CREEK
2024,10,State,030045,BRIDGE,,ANSON,10,94,25.1,5,5,5,,1984,,34.904057,-79.99952037,"http://maps.google.com/maps?q=34.9040570012423,-79.9995203675711&z=20&ll=34.9040570012423,-79.9995203675711&t=k",STEEL PLANK DECK ON SALVAGED I-BEAMS,END & INTERIOR BENTS:STEEL CAPS & PILES,SR1121,NORTH FORK JONES CREEK
2024,10,State,030056,BRIDGE,,ANSON,10,227,44.9,6,7,7,,2006,,35.04740904,-80.08819749,"http://maps.google.com/maps?q=35.0474090367138,-80.0881974912147&z=20&ll=35.0474090367138,-80.0881974912147&t=k","RC DECK ON PLATE GIRDERS, SIP FORMS, APPROACH SLABS","END BENTS:RC CAPS & STEEL PILES, INTERIOR BENTS:RC CAPS ON DRILLED PIERS",US52,W.S.S.B. RR.
2024,10,State,030067,BRIDGE,,ANSON,10,90,35.8,6,6,6,,1978,,34.99530618,-80.12159746,"http://maps.google.com/maps?q=34.9953061754311,-80.1215974621651&z=20&ll=34.9953061754311,-80.1215974621651&t=k",PRECAST PRESTRESSED CORED SLAB (BMD-19),"END & INTBTS:PPC CAPS & STL.PILES,EBT.PILES CONCRETE ENCASED",NC742,GOULDS FORK CREEK
2024,10,State,030071,BRIDGE,,ANSON,10,91,35.9,7,7,6,,1980,,35.03436721,-80.145149,"http://maps.google.com/maps?q=35.0343672132765,-80.1451489968997&z=20&ll=35.0343672132765,-80.1451489968997&t=k",PRECAST PRESTRESSED CONCRETE CORED SLAB (BMD-19),"END & INT.BTS:PPC CAPS&STL.PILES,EBT.PILES CONCRETE ENCASED",NC742,BROWN CREEK OVERFLOW
2024,10,State,030076,BRIDGE,,ANSON,10,166,35.9,6,6,5,,1977,,35.03578555,-80.14638791,"http://maps.google.com/maps?q=35.0357855453329,-80.1463879076261&z=20&ll=35.0357855453329,-80.1463879076261&t=k",PRECAST PRESTRESSED CONCRETE CORED SLAB (BMD-19),"END & INT.BTS:PPC CAPS ON STEEL PILES, END BENT PILES CONCRETE ENCASED",NC742,BROWN CREEK
2024,10,State,030084,BRIDGE,,ANSON,10,240,27.9,5,4,4,,1948,,35.06514172,-80.19350252,"http://maps.google.com/maps?q=35.0651417165769,-80.1935025226677&z=20&ll=35.0651417165769,-80.1935025226677&t=k",RC DECK ON I-BEAMS,"END BENTS:RC CAPS ON STEEL PILES, INT.BENTS:RC POST & BEAM",NC742,LANES CREEK
2024,10,State,030130,BRIDGE,,ANSON,10,34,20.8,7,5,5,,1963,,34.94616381,-80.27171707,"http://maps.google.com/maps?q=34.946163805823,-80.2717170714096&z=20&ll=34.946163805823,-80.2717170714096&t=k",TIMBER DECK ON I-BEAMS,ABUTMENTS: RUBBLE MASONRY,SR1252,BIG BRANCH
2024,10,State,030163,BRIDGE,,ANSON,10,42,21.9,7,7,6,,1955,1986,35.01933694,-80.10519494,"http://maps.google.com/maps?q=35.0193369417258,-80.1051949374844&z=20&ll=35.0193369417258,-80.1051949374844&t=k",TIMBER DECK ON I-BEAMS,ABUTMENTS:YOUNT MASONRY,SR1641,GOULDS FORK CREEK
