Year Assigned,Month Assigned,Assignment Type,Structure Number,Structure Type,Parallel Structure,County,Division,Structure Length,Deck Width,Deck Condition,Superstructure Condition,Substructure Condition,Culvert Condition,Year Built,Year Reconstructed,Latitude,Longitude,Google Maps Url,Superstructure,Substructure,Feature Carried,Feature Intersected
2024,7,State,910003,BRIDGE,L,WAKE,5,172,33,5,5,5,,1986,,35.82192379,-78.35208137,"http://maps.google.com/maps?q=35.8219237937309,-78.3520813742218&z=20&ll=35.8219237937309,-78.3520813742218&t=k",PRECAST PRESTRESSED CONCRETE CORED SLAB,EBTS&IBTS:RC CAP/H-PILES,NC97,LITTLE RIVER
2024,7,State,910007,BRIDGE,,WAKE,5,352,33.9,7,7,6,,1965,,35.84817717,-78.52997449,"http://maps.google.com/maps?q=35.8481771724928,-78.5299744885515&z=20&ll=35.8481771724928,-78.5299744885515&t=k",REINFORCED CONCRETE DECK ON PRESTRESSED GIRDERS. APPROACH SLAB,E.BTS1&2 BT1&4:RC CAPS/PPC PILES;BT2&3:RCP&B,SR2215,NEUSE RIVER
2024,7,State,910010,BRIDGE,,WAKE,5,248,70,5,6,6,,1973,,35.74822481,-78.87541017,"http://maps.google.com/maps?q=35.7482248123129,-78.8754101688081&z=20&ll=35.7482248123129,-78.8754101688081&t=k",REINF.CONC.FLOOR ON PLATE GIRDERS,E.BTS:REINF.CONC.CAP/H-PILES;INT.BT:RCP&B/PILE FTG.,NC55,US64
2024,7,State,910011,BRIDGE,,WAKE,5,306,46,5,5,5,,1976,,35.82991634,-78.29114065,"http://maps.google.com/maps?q=35.8299163389951,-78.291140648972&z=20&ll=35.8299163389951,-78.291140648972&t=k",REINFORCED CONCRETE DECK ON I-BMS &  CONTINUOUS STL.PL.GDR'S,E.BTS:RC CAPS/H-PILES;INT.BTS:RCP&B/PILE FTG.,NC97,US264
2024,7,State,910018,BRIDGE,R,WAKE,5,263,62,6,7,6,,1976,,35.8207102,-78.26894486,"http://maps.google.com/maps?q=35.8207101988235,-78.2689448646064&z=20&ll=35.8207101988235,-78.2689448646064&t=k","RC DECK ON CONT.STEEL PLATE GIRDERS, APPROACH SLABS",E.BTS:REINF.CONC.CAPS/H-PILES;INT.BT:RCP&B/PILE FTG,NC39,US264
2024,7,State,910031,BRIDGE,,WAKE,5,455,46.8,7,6,6,,1980,,35.97897632,-78.63278455,"http://maps.google.com/maps?q=35.9789763179024,-78.63278454756&z=20&ll=35.9789763179024,-78.63278454756&t=k",RC DECK ON PLATE GIRDERS,EBTS:RC CAP/STL.PILES;IBTS:RC HAMMERHEAD/PILE FTGS,NC98,NEUSE RIVER
2024,7,State,910097,BRIDGE,,WAKE,5,408,46,7,4,5,,1978,,36.01542022,-78.6907428,"http://maps.google.com/maps?q=36.0154202195964,-78.6907428020195&z=20&ll=36.0154202195964,-78.6907428020195&t=k","RC DECK ON PRECAST PRESTRESSED CONC. GIRDERS; SIP FORMS, APPROACH SLABS",EBTS:RC CAPS/H-PILES;IBTS:RCP&BEAM:PILE & SPREAD FOOTINGS,NC50,NEUSE RIVER FALLS LAKE)
2024,7,State,910114,BRIDGE,,WAKE,5,61,25.7,7,4,4,,1961,,36.02694055,-78.60138367,"http://maps.google.com/maps?q=36.0269405453951,-78.6013836713616&z=20&ll=36.0269405453951,-78.6013836713616&t=k","PRESTRESSED CONCRETE CHANNELS, STD BMD 13 & 13-1",EBTS&BTS:PREST.CONC CAPS ON TIM.PILES,SR1911,NEW LIGHT CREEK
2024,7,State,910119,BRIDGE,,WAKE,5,51,20.2,6,4,5,,1957,,36.03735356,-78.59222481,"http://maps.google.com/maps?q=36.0373535602625,-78.5922248081377&z=20&ll=36.0373535602625,-78.5922248081377&t=k",TIMBER DECK ON CONTINUOUS STEEL IBEAMS,EBTS:TIMBER CAPS/TIMBER PILES @ 8' CTS.,SR1912,NEW LIGHT CREEK
2024,7,State,910128,BRIDGE,R,WAKE,5,177,83.1,7,7,7,,1995,,35.81001983,-78.60166157,"http://maps.google.com/maps?q=35.8100198263224,-78.6016615685384&z=20&ll=35.8100198263224,-78.6016615685384&t=k","RC DECK ON CONT PC GIRDERS, PC DECK PANELS, APPROACH SLABS",E.BTS:RC CAP/H-PILES;INT.BT:RCP&B/PILE FTGS.,I440E,SR2204
2024,7,State,910129,BRIDGE,L,WAKE,5,177,71.1,7,7,7,,1995,,35.81013056,-78.60149913,"http://maps.google.com/maps?q=35.8101305605082,-78.6014991310372&z=20&ll=35.8101305605082,-78.6014991310372&t=k",RC FLOOR ON CONTINUOUS PPC GIRDERS WITH PPC DECK PANELS,E.BTS:RC CAP/H-PILES;BT:RCP&B/PILE FTG.,I440W,SR2204
