Year Assigned,Month Assigned,Assignment Type,Structure Number,Structure Type,Parallel Structure,County,Division,Structure Length,Deck Width,Deck Condition,Superstructure Condition,Substructure Condition,Culvert Condition,Year Built,Year Reconstructed,Latitude,Longitude,Google Maps Url,Superstructure,Substructure,Feature Carried,Feature Intersected
2024,6,Municipal,030041,BRIDGE,,ANSON,10,66,24.1,6,4,5,,1975,,34.96201187,-80.0515077,"http://maps.google.com/maps?q=34.9620118660011,-80.0515077042589&z=20&ll=34.9620118660011,-80.0515077042589&t=k",STEEL PLANK DECK ON SALVAGED I-BEAMS,E.BTS&INT.BTS:ALL TIMBER POST & SILLS;E.BTS/CONC.SILLS,OLD LILESVILLE,MOSS BRANCH
2024,6,Municipal,030042,BRIDGE,,ANSON,10,27,25.2,6,5,5,,1961,1983,34.96519105,-80.06325069,"http://maps.google.com/maps?q=34.9651910527353,-80.0632506911692&z=20&ll=34.9651910527353,-80.0632506911692&t=k",STEEL PLANK DECK ON SALVAGED I-BEAMS,ABUTMENTS:YOUNT MASONRY,NORTH PARK STREET,MOSS BRANCH
2024,6,Municipal,030088,BRIDGE,,ANSON,10,90,41.66,7,8,8,,2014,,35.10897678,-80.10812546,"http://maps.google.com/maps?q=35.1089767827699,-80.1081254616935&z=20&ll=35.1089767827699,-80.1081254616935&t=k",RC FLOOR ON PRESTR.CONCRETE MODIFIED BULB TEE (S.I.P. METAL FORMS),RC CAPS/H-PILES @ 7'-3 CENTERS,RIDGE STREET,W.S.S.B. RAILROAD
2024,6,Municipal,030090,CULVERT,,ANSON,10,56,26,,,,8,2016,,34.96617418,-80.06385103,"http://maps.google.com/maps?q=34.9661741790709,-80.0638510323366&z=20&ll=34.9661741790709,-80.0638510323366&t=k",SINGLE 24'X10' PRECAST CONCRETE ARCH; 56' LENGTH ALONG CENTER LINE OF PIPE,,E.WADE ST.,MOSS BRANCH
2024,6,Municipal,030316,BRIDGE,,ANSON,10,25,28.3,9,9,9,,2023,,34.94696132,-80.07588155,"http://maps.google.com/maps?q=34.9469613158624,-80.0758815533496&z=20&ll=34.9469613158624,-80.0758815533496&t=k",PRESTRESSED CONCRETE CORED SLAB UNITS,EBTS: RC CAPS ON H-PILES,BURNS STREET,UT TO LAMPLEY BRANCH
2024,6,State,120003,BRIDGE,,CABARRUS,10,245,105,7,8,8,,2020,,35.38304842,-80.72153315,"http://maps.google.com/maps?q=35.3830484169233,-80.7215331462142&z=20&ll=35.3830484169233,-80.7215331462142&t=k","RC DECK ON AASHTO TYPE IV PPC GIRDERS, SIP FORMS, APPROACH SLAB",EBTS.: RC CAPS/H-PILES @ VARIOUS CENTERS; INT.BTS.:RC CAPS/RC DRILLED SHAFT PIER,SR 1445 (DERITA RD,ROCKY RIVER
2024,6,State,120129,BRIDGE,,CABARRUS,10,91,28.1,8,4,4,,1973,,35.39058918,-80.54211652,"http://maps.google.com/maps?q=35.3905891796313,-80.5421165222248&z=20&ll=35.3905891796313,-80.5421165222248&t=k",STEEL PLANK DECK ON I-BEAMS,"END & INT. BENTS:TIMBER CAP & PILES WITH STEEL CAP & PILE CRUTCHES, TIMBER BULKHEADS",SR2635,COLD WATER CREEK
2024,6,State,830037,BRIDGE,,STANLY,10,325,33.3,6,5,5,,1958,,35.36686007,-80.19831828,"http://maps.google.com/maps?q=35.366860068991,-80.1983182811257&z=20&ll=35.366860068991,-80.1983182811257&t=k",REINFORCED CONCRETE DECK ON I-BEAMS,"ABUT1:RC SPILL THRU, EBT#2:RC CAP & STEEL PILES, INT.BTS:RC PPST & BEAM",US52 BUS.,WSSB RR/LITTLE LONG CREEK
2024,6,State,830213,BRIDGE,,STANLY,10,52,42,7,7,7,,2018,,35.31964443,-80.15570182,"http://maps.google.com/maps?q=35.3196444292927,-80.155701815926&z=20&ll=35.3196444292927,-80.155701815926&t=k",PRECAST PRESTRESSED CONCRETE CORED SLAB,E.BTS: RC CAPS/H-PILESS,SR1720,UT TO JACOBS CREEK
2024,6,State,830267,BRIDGE,,STANLY,10,140,36.8,6,6,7,,1983,,35.34234354,-80.21818896,"http://maps.google.com/maps?q=35.3423435387259,-80.2181889594897&z=20&ll=35.3423435387259,-80.2181889594897&t=k",PRECAST PRESTRESSED CONCRETE CORED SLAB,"END BENTS:RC CAP ON STEEL PILES, INTERIOR BENTS:3 COLUMN, RC POST & BEAM, SPREAD FOOTINGS",SR1274,LONG CREEK
2024,6,State,830282,BRIDGE,,STANLY,10,236,58.5,7,6,7,,1986,,35.3470044,-80.20432645,"http://maps.google.com/maps?q=35.34700439813,-80.204326453274&z=20&ll=35.34700439813,-80.204326453274&t=k","RC DECK ON PPC GIRDERS, PPC DECK PANELS, APPROACH SLABS","END BENTS:RC CAPS ON STEEL PILES, INT. BENTS:RC POST & BEAM",US 52,LITTLE LONG CREEK
2024,6,State,890491,BRIDGE,L,UNION,10,270,43.3,7,7,7,,2018,,35.01808989,-80.52610224,"http://maps.google.com/maps?q=35.0180898857595,-80.5261022431758&z=20&ll=35.0180898857595,-80.5261022431758&t=k","RC DECK ON PPC TYPE IV MBT. SIP FORMS, APPROACH SLAB","E.BTS:RC CAPS/H- PILES @9'-4"", INT.BTS: RC CAPS/RC DRILLED SHAFT PIER",US74 BYP WB,STEWARTS CREEK
2024,6,State,890492,BRIDGE,R,UNION,10,270,43.3,7,7,7,,2018,,35.0180416,-80.52638314,"http://maps.google.com/maps?q=35.0180416045072,-80.5263831391778&z=20&ll=35.0180416045072,-80.5263831391778&t=k","RC DECK ON PRESTRESSED CONCRETE MOD. BULB TEE GIRDERS. SIP FORMS, APPROACH SLAB","E.BTS:RC CAPS/H- PILES, I.BTS: RC CAPS/RC DRILLED SHAFT PIER",US74 BYP EB,STEWARTS CREEK
