Year Assigned,Month Assigned,Assignment Type,Structure Number,Structure Type,Parallel Structure,County,Division,Structure Length,Deck Width,Deck Condition,Superstructure Condition,Substructure Condition,Culvert Condition,Year Built,Year Reconstructed,Latitude,Longitude,Google Maps Url,Superstructure,Substructure,Feature Carried,Feature Intersected
2026,3,State,180009,BRIDGE,,CHATHAM,8,75,28,6,5,6,,1948,,35.56552613,-79.0265855,"http://maps.google.com/maps?q=35.5655261266798,-79.0265854968593&z=20&ll=35.5655261266798,-79.0265854968593&t=k",REINFORCED CONCRETE DECK ON I-BEAMS (CONTINUOUS),"EBTS:RC CAP & TIMBER PILES, BT#2&4:RCP&B, BT#1,3&5:STEEL CAP & PILES",SR1916,GULF CREEK
2026,3,State,180024,BRIDGE,,CHATHAM,8,214.9,33.5,5,6,6,,1957,,35.62446249,-79.08800031,"http://maps.google.com/maps?q=35.6244624870005,-79.0880003061763&z=20&ll=35.6244624870005,-79.0880003061763&t=k",REINFORCED CONCRETE DECK GIRDERS,"ABUTMENTS: RC SPILL THROUGH, INTERIOR BENTS: RC POST & BEAM",SR1012,US1
2026,3,State,180026,BRIDGE,R,CHATHAM,8,191,31.4,6,6,6,,1957,,35.56558035,-79.2982044,"http://maps.google.com/maps?q=35.565580349562,-79.2982044015675&z=20&ll=35.565580349562,-79.2982044015675&t=k",REINFORCED CONCRETE DECK ON I-BEAMS,"END BENTS:RC CAP & STEEL PILES,INTERIOR BENTS:RC POST & BEAM",US421N,SOUTHERN RAILWAY
2026,3,State,180035,BRIDGE,R,CHATHAM,8,123,31.4,7,6,7,,1957,2007,35.55851458,-79.29204712,"http://maps.google.com/maps?q=35.5585145772062,-79.2920471161594&z=20&ll=35.5585145772062,-79.2920471161594&t=k",REINFORCED CONCRETE DECK ON I-BEAMS,"END BENTS:RC CAPS & STEEL PILES, INT.BENTS:RC POST & BEAM",US421N,NORFOLK SOUTHERN RR
2026,3,State,180041,BRIDGE,,CHATHAM,8,218,26.4,5,6,7,,1958,,35.62765077,-79.07784193,"http://maps.google.com/maps?q=35.6276507692004,-79.0778419340839&z=20&ll=35.6276507692004,-79.0778419340839&t=k",REINFORCED CONCRETE DECK GIRDERS,"ABUTMENTS:RC SPILL THROUGH, INTERIOR BENTS:RC POST & BEAM",SR1931,US1
2026,3,State,180055,BRIDGE,L,CHATHAM,8,700,42.8,6,6,6,,1982,,35.73173411,-79.1065726,"http://maps.google.com/maps?q=35.7317341065496,-79.1065725950497&z=20&ll=35.7317341065496,-79.1065725950497&t=k","RC DECK ON PPC GIRDERS, APPROACH SLABS, SIP FORMS","END BENTS:RC CAP ON STL.PILES,INTERIOR BENTS:RC POST & BEAM",US64W,HAW RIVER
2026,3,State,180067,BRIDGE,,CHATHAM,8,226,28.3,5,5,6,,1957,,35.64455609,-79.01377261,"http://maps.google.com/maps?q=35.644556089207,-79.0137726100566&z=20&ll=35.644556089207,-79.0137726100566&t=k",REINFORCED CONCRETE DECK GIRDERS,"ABUTMENTS:RC SPILL THROUGH, INTERIOR BENTS:RC POST & BEAM",SR1910,US1
2026,3,State,180257,BRIDGE,,CHATHAM,8,210,38.5,5,6,6,,1970,,35.76198965,-79.4431155,"http://maps.google.com/maps?q=35.7619896483957,-79.4431154989851&z=20&ll=35.7619896483957,-79.4431154989851&t=k",REINFORCED CONCRETE DECK ON I-BEAMS,"END BENTS:RC CAP ON STEEL PILES, INT.BENTS:RC POST & BEAM, SPREAD FOOTINGS",SR1004,ROCKY RIVER
2026,3,State,180341,BRIDGE,,CHATHAM,8,72.3,33,8,8,8,,2014,,35.67404326,-79.51341028,"http://maps.google.com/maps?q=35.6740432642411,-79.5134102798383&z=20&ll=35.6740432642411,-79.5134102798383&t=k","PRECAST PRESTRESSED CONCRETE  CORED SLAB, APPROACH SLABS",END BENTS: RC CAP ON STEEL PILES,SR1130,BRUSH CREEK
2026,3,State,180405,PEDESTRIAN WALKWAY,,CHATHAM,8,806,20.6,4,4,5,,1922,,35.77213759,-79.14453269,"http://maps.google.com/maps?q=35.7721375918648,-79.144532688663&z=20&ll=35.7721375918648,-79.144532688663&t=k",REINFORCED CONCRETE DECK GIRDERS,"ABUTMENTS:RC FULL HEIGHT, INT.BT#1-14:RC POST & WEB, INT.BT#15-18:RC POST & BEAM",PEDESTRIAN OVERPAS,HAW RIVER
2026,3,State,180431,BRIDGE,,CHATHAM,8,20,21,5,5,6,,1921,,35.73912634,-79.5375405,"http://maps.google.com/maps?q=35.7391263434132,-79.5375405040716&z=20&ll=35.7391263434132,-79.5375405040716&t=k",REINFORCED CONCRETE THROUGH GIRDERS,ABUTMENTS:REINFORCED CONCRETE FULL HEIGHT,SR1169,REIDS CREEK
2026,3,State,180483,BRIDGE,R,CHATHAM,8,699.5,38.5,6,7,7,,1999,,35.7315285,-79.10643854,"http://maps.google.com/maps?q=35.7315285023901,-79.1064385368549&z=20&ll=35.7315285023901,-79.1064385368549&t=k","RC DECK ON PPC GIRDERS (CONTINUOUS), SIP FORMS, APPROACH SLABS","END BNTS:RC CAP&STEEL PILES,INT.BNTS:RC CAP ON DRILLED PIERS",US64E,HAW RIVER
2026,3,State,180506,BRIDGE,L,CHATHAM,8,132.9,38.5,7,8,7,,2008,,35.55838284,-79.29222591,"http://maps.google.com/maps?q=35.5583828439466,-79.292225911103&z=20&ll=35.5583828439466,-79.292225911103&t=k","RC DECK ON PPC GIRDERS (CONTINUOUS), SIP FORMS, APPROACH SLABS","EBTS:RC CAPS & STEEL PILES, INT.BTS:RC CAPS ON DRILLED PIERS",US421S,NORFOLK SOUTHERN RR
2026,3,State,180507,BRIDGE,L,CHATHAM,8,216,38.5,7,8,7,,2008,,35.56568005,-79.29855647,"http://maps.google.com/maps?q=35.5656800482911,-79.298556470302&z=20&ll=35.5656800482911,-79.298556470302&t=k","RC DECK ON STEEL PLATE GIRDERS, SIP FORMS, APPROACH SLABS","END BENTS:RC CAPS & STEEL PILES, INT.BENTS:RC POST & BEAM",US421S,SOUTHERN RAILWAY
2026,3,State,670027,BRIDGE,,ORANGE,7,40,25.2,6,5,5,,1961,,36.19234094,-79.10816644,"http://maps.google.com/maps?q=36.1923409403178,-79.1081664440609&z=20&ll=36.1923409403178,-79.1081664440609&t=k",TIMBER DECK ON I-BEAMS,"EBTS:TIMBER CAPS & TIMBER PILES, CRUTCH BTS; INT. BENTS: STEEL CAP & PILES",SR1507,SOUTH FORK LITTLE RIVER
2026,3,State,670034,BRIDGE,,ORANGE,7,105,27,6,6,6,,1988,,35.97496691,-79.24055695,"http://maps.google.com/maps?q=35.9749669081908,-79.2405569522896&z=20&ll=35.9749669081908,-79.2405569522896&t=k",PRECAST PRESTRESSED CONCRETE CORED SLAB,"END BTS:PPC CAPS & STEEL PILES, INT BTS:PPC CAPS ON STEEL PILES",SR1115,TOMS CREEK
2026,3,State,670037,BRIDGE,,ORANGE,7,90,22,6,4,6,,1951,,35.99503345,-79.0725158,"http://maps.google.com/maps?q=35.9950334515601,-79.0725158047394&z=20&ll=35.9950334515601,-79.0725158047394&t=k",REINFORCED CONCRETE DECK ON I-BEAMS,"EBTS:RC CAP & TIMBER PILES, INT.BT#2&4:RC POST & BEAM, INT.BT#1,3&5:STEEL CRUTCH BENTS",NC86,NEW HOPE CREEK
2026,3,State,670048,BRIDGE,R,ORANGE,7,167,39.1,6,6,6,,1994,,35.90574471,-79.08650331,"http://maps.google.com/maps?q=35.905744711844,-79.0865033077099&z=20&ll=35.905744711844,-79.0865033077099&t=k","RC DECK ON APPROACH:I-BEAMS, MAIN:PLATE GIRDERS, SIP FORMS, APPROACH SLABS","ABUTMENTS:RC STUB, INTERIOR BENTS:3 COLUMN, RC POST & BEAM, SPREAD FOOTINGS",NC54E,SR1005
