X,Y,OBJECTID,BRDG_NBR,FTR_INTRSC,F_CARRIED,BRDG_TYP_NM,COUNTY,ROUTE,RD_ANGLE,STR_ANGLE,RTE_ID,X_COORD,Y_COORD,LONG_DD,LAT_DD,BSIP_BRDG_NBR,DIVISION,FUNC_CLASS,FUNC_OBSOL,DETOUR_LEN,STRTYPMAIN,SUPERSTRUC,SUBSTRUCTU,POSTED_SV,POSTED_TTST,SERVICEON,MP,GOOGLE_LINK,MAINT_RESP,SERVICEUNDER
3029615.51598388,752129.983464733,4189,270011,OREGON INLET,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,DARE,NA,,160,NA,3029615.51598388,752129.98346473,-75.52852432,35.76711151,0280011,1,"Major Collector, Rural",FO,99,502,"END BTS:RC CAPS/PPC PLS;INT.BTS:PPC/RC CAPS ON PPC PILES, CRUTCH BTS",RC DECK ON PPC GIRDERS,99,99,3,,"http://maps.google.com/maps?q=35.7671115085909,-75.5285243204615&z=20&ll=35.7671115085909,-75.5285243204615&t=k",01,5
1578884.95616472,826918.790251642,4611,290084,I40,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,DAVIE,NA,45,135,NA,1578884.95616472,826918.79025164,-80.42394143,36.01373575,0300084,9,"Principal Arterial - Interstate, Urban",FO,99,310,CONCTETE ABUTMENTS,CAST IN PLACE DECK ON STEEL THROUGH TRUSS,99,99,3,,"http://maps.google.com/maps?q=36.0137357532475,-80.4239414303645&z=20&ll=36.0137357532475,-80.4239414303645&t=k",01,1
1629901.79704422,854579.715244651,5439,330286,US421,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,FORSYTH,NA,30,120,NA,1629901.79704422,854579.71524465,-80.25263486,36.09160336,0340286,9,"Principal Arterial - Other Freeways or Expressways, Urban",FO,1,0,"EBTS; RC CAPS/H-PILES@ 8'-10 3/8"" CENTERS; INT.BTS.: RC CAPS/H-PILES W/MSE WALL",TENSIONED CONCRETE DECK,99,99,3,,"http://maps.google.com/maps?q=36.0916033596979,-80.2526348568293&z=20&ll=36.0916033596979,-80.2526348568293&t=k",01,1
839021.642587215,646468.209224388,7102,430079,W.FORK PIGEON RIVER,PEDESTRAIN WALKWAY,PEDESTRIAN WALKWAY,HAYWOOD,40001112,,140,40001112044,839021.64258721,646468.20922439,-82.89996172,35.46361526,0440079,14,"Local, Rural",FO,99,310,"E.BT1:TIM.POST&SILL;E.BT2&PIER:RC SOLID","TIMBER FLOOR ON TIMBER JOISTS & STEEL THRU TRUSS (53 PSF; 88 PSF)",99,99,3,0.01339417,"http://maps.google.com/maps?q=35.4636152564292,-82.8999617243468&z=20&ll=35.4636152564292,-82.8999617243468&t=k",01,5
986350.895172223,557964.746795982,7415,440120,GREEN RIVER,PED WLKWAY (CLOSED,PEDESTRIAN WALKWAY,HENDERSON,WALKWAY,,135,NA,986350.89517222,557964.74679598,-82.3953035,35.2354768,0450120,14,"Major Collector, Rural",FO,4,111,"ABUTS:SPILL THRU;INT BNTS:RC POST & BEAM & RC ARCH",REINFORCED CONCRETE DECK GIRDERS & OPEN SPANDREL ARCH,0,0,3,,"http://maps.google.com/maps?q=35.2354768040755,-82.3953034998438&z=20&ll=35.2354768040755,-82.3953034998438&t=k",01,5
675076.950792223,583600.465209484,9022,550172,LITTLE TENNESSEE RIVER,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,MACON,WALKWAY,,21,NA,675076.95079222,583600.46520948,-83.44055428,35.27211399,0560172,14,"Local, Rural",FO,99,310,"E.BTS.&INT.BTS:1&4:TIM.CAPS/TIM.PILES; BTS:2&3:RC POST&BEAM",TIM FLOOR ON I-BMS & HIGH STEEL TRUSS,99,99,3,,"http://maps.google.com/maps?q=35.2721139927061,-83.4405542773009&z=20&ll=35.2721139927061,-83.4405542773009&t=k",01,5
1586901.0113268,720854.796015233,12822,790046,YADKIN RIVER,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,ROWAN,NA,,198.29,NA,1586901.0113268,720854.79601523,-80.39181189,35.72269678,0800046,9,"Minor Arterial, Urban",N,1,111,"ABUTS:RC SPILL THROUGH,BT#1&10:RCP&B,BT#2-9:RC SOLID PIERS","APPROACH: RC DECK GIRDERS, MAIN: OPEN SPANDREL RC DECK ARCH",99,99,3,,"http://maps.google.com/maps?q=35.7226967830571,-80.3918118946289&z=20&ll=35.7226967830571,-80.3918118946289&t=k",02,5
939478.0128683,722131.211441398,17540,100075,"US19;23BUS",PED WKWY (CLOSED),PEDESTRIAN WALKWAY,BUNCOMBE,WALKWAY,71.58,161.58,NA,939478.0128683,722131.2114414,-82.57195415,35.68173459,0110075,13,"Minor Arterial, Urban",FO,3,302,"E.BTS&INT.BTS:TIM.CAPS/TIM.POST&SILLS;BNTS;1&2/CONC.FTGS.","TIM. FLOOR ON I-BEAMS & TIM. JOISTS (109 PSF, 182 PSF)",0,0,3,,"http://maps.google.com/maps?q=35.6817345905164,-82.5719541465294&z=20&ll=35.6817345905164,-82.5719541465294&t=k",01,1
934188.745887801,682128.881669313,17572,100257,"I-26,I-240          ",PED.WLKWY.(CLOSED),PEDESTRIAN WALKWAY,BUNCOMBE,WALKWAY,80,170,NA,934188.7458878,682128.88166931,-82.58489011,35.57137874,0110257,13,"Principal Arterial - Interstate, Urban",FO,1,104,"RC ABUTS;RC HAMMERHEAD PIERS ",RC FLOOR ON THRU GDR. & DECK GIRDERS,0,0,3,,"http://maps.google.com/maps?q=35.571378740837,-82.5848901143385&z=20&ll=35.571378740837,-82.5848901143385&t=k",01,1
938970.77274105,689144.245263234,17589,100340,"I-26,I-240            ",PED.WALKWAY,PEDESTRIAN WALKWAY,BUNCOMBE,WALKWAY,12.91,102.91,NA,938970.77274105,689144.24526323,-82.56966764,35.59111403,0110340,13,"Principal Arterial - Interstate, Urban",FO,99,302,"STAIRWAY&ABUT1:REINFORCED CONCRETE;BNTS:RCHBT",REINFORCED CONCRETE FLOOR ON I-BEAMS,99,99,3,,"http://maps.google.com/maps?q=35.5911140278539,-82.569667644698&z=20&ll=35.5911140278539,-82.569667644698&t=k",01,1
940836.426490054,690225.336276889,17592,100357,"I-240, CITY ST.",PEDESTRIAN WLKWY.,PEDESTRIAN WALKWAY,BUNCOMBE,WALKWAY,49.23,139.23,NA,940836.42649005,690225.33627689,-82.56352685,35.59426648,0110357,13,"Principal Arterial - Interstate, Urban",FO,1,104,"E.BTS:REINF.CONC.POST&SILLS;RC HAMMERHEAD PIERS",REINFORCED CONCRETE FLOOR ON REINF.CONC.THRU GIRDERS,99,99,3,,"http://maps.google.com/maps?q=35.5942664800153,-82.5635268465589&z=20&ll=35.5942664800153,-82.5635268465589&t=k",01,1
945596.30968681,690159.010294065,17656,100843,SR3284,PEDESTRAIN WALKWAY,PEDESTRIAN WALKWAY,BUNCOMBE,WALKWAY,58.83,148.83,NA,945596.30968681,690159.01029406,-82.54751804,35.59455266,0110843,13,"Minor Arterial, Urban",FO,3,302,"E.BT.RC CAPS/H-PILES;INT.BTS.RCHBT,BT.2/PILE FTG. ( 91 PSF)  ( 152 PSF)",RC FLOOR ON I-BEAMS,99,99,3,,"http://maps.google.com/maps?q=35.5945526631876,-82.5475180403355&z=20&ll=35.5945526631876,-82.5475180403355&t=k",01,1
1266160.56947564,726778.83633247,17671,110166,I-40,PED. WALKWAY,PEDESTRIAN WALKWAY,BURKE,WALKWAY,338.97,248.97,NA,1266160.56947564,726778.83633247,-81.47259748,35.72181868,0120166,13,"Principal Arterial - Interstate, Urban",FO,3,103,"ABUTS:RC; INT.BTS:RC HAMMERHEAD",REINFORCED CONCRETE THRU GIRDER(WALKWAY) ( 85 PSF) ( 115 PSF),99,99,3,,"http://maps.google.com/maps?q=35.7218186801806,-81.4725974756484&z=20&ll=35.7218186801806,-81.4725974756484&t=k",01,1
1497207.90790497,588255.750846401,17688,120360,US29,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,CABARRUS,WALKWAY,52.71,142.71,NA,1497207.90790497,588255.7508464,-80.68636392,35.35460533,0130360,10,"Other Principal Arterial, Urban",FO,0,504,"ABUTMENTS:RC FULL HEIGHT, INT. BENTS:RC HAMMERHEAD PIERS",PRECAST PRESTRESSED CONCRETE DOUBLE TEES,99,99,3,,"http://maps.google.com/maps?q=35.3546053326988,-80.6863639170508&z=20&ll=35.3546053326988,-80.6863639170508&t=k",26,1
1497666.4535758,588676.585962728,17689,120361,US29,PEDESTRIAN,PEDESTRIAN WALKWAY,CABARRUS,WALKWAY,35.17,125.17,NA,1497666.4535758,588676.58596273,-80.6848502,35.35578285,0130361,10,"Other Principal Arterial, Urban",FO,0,504,"EBT#1 & INT. BENTS:RC HAMMERHEAD PIERS, ABUT#2:RC FULL HT.",PRECAST PRESTRESSED CONCRETE DOUBLE TEES,99,99,3,,"http://maps.google.com/maps?q=35.3557828474342,-80.6848502049096&z=20&ll=35.3557828474342,-80.6848502049096&t=k",26,1
1345272.04215789,710881.223770812,17733,170288,SR1746,OVERHEAD CONVEYOR,PEDESTRIAN WALKWAY,CATAWBA,WALKWAY,315.96,225.96,NA,1345272.04215789,710881.22377081,-81.20494283,35.68327436,0180288,12,"Local, Urban",FO,0,400,"END & INTERIOR BENTS:STEEL POST & BEAM (IR:10.2 PSF, OR:16.2 PSF)","CONVEYOR,STRUCTURAL STEEL,CORRUGATED METAL SIDES",99,99,0,,"http://maps.google.com/maps?q=35.6832743577905,-81.204942831216&z=20&ll=35.6832743577905,-81.204942831216&t=k",26,1
1315363.67382513,731340.413495392,17735,170310,SR1007,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,CATAWBA,WALKWAY,315,225,NA,1315363.67382513,731340.41349539,-81.3072316,35.73760135,0180310,12,"Minor Arterial, Urban",FO,2,302,"END BENTS:BUILDINGS, INT.BENTS:STEEL FRAME ON CONCRETE FOOTINGS",RC DECK ON STEEL GIRDER/FLOORBEAM SYSTEM,99,99,3,,"http://maps.google.com/maps?q=35.7376013519644,-81.3072316005229&z=20&ll=35.7376013519644,-81.3072316005229&t=k",26,1
1957126.55401072,735985.99672389,17759,180405,HAW RIVER,PEDESTRIAN OVERPAS,PEDESTRIAN WALKWAY,CHATHAM,WALKWAY,,58,NA,1957126.55401072,735985.99672389,-79.14453269,35.77213759,0190405,8,"Local, Rural",FO,99,104,"ABUTMENTS:RC FULL HEIGHT, INT.BT#1-14:RC POST & WEB, INT.BT#15-18:RC POST & BEAM",REINFORCED CONCRETE DECK GIRDERS,99,99,3,,"http://maps.google.com/maps?q=35.7721375918648,-79.144532688663&z=20&ll=35.7721375918648,-79.144532688663&t=k",01,5
510354.998740718,538560.209817722,17785,190243,VALLEY RIVER,PEDESTRIAN(CLOSED),PEDESTRIAN WALKWAY,CHEROKEE,WALKWAY,,97.33,NA,510354.99874072,538560.20981772,-83.98417886,35.12701959,0200243,14,"Local, Rural",FO,99,313,STL.CABLE SUSPENSION/STL.TOWERS/CHAIN LINK FENCE/CONC.PED.,TIMBER FLOOR ON CABLE SUSPENSION (38 PSF) (63 PSF),0,0,3,,"http://maps.google.com/maps?q=35.1270195926356,-83.984178859184&z=20&ll=35.1270195926356,-83.984178859184&t=k",01,5
1236336.96508098,568501.426509976,17792,220087,US74,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,CLEVELAND,WALKWAY,316.56,226.56,NA,1236336.96508098,568501.42650998,-81.5592952,35.28501297,0230087,12,"Principal Arterial - Other Freeways or Expressways, Urban",FO,2,103,"END BENTS.:RC CAP & PPC PILES,INT.BENTS:RC HAMMERHEAD PIERS", PEDESTRIAN OVERPASS,99,99,3,,"http://maps.google.com/maps?q=35.2850129713347,-81.5592951987585&z=20&ll=35.2850129713347,-81.5592951987585&t=k",01,1
2588138.26212914,492489.68909806,17826,240250,US70,PEDESTRIAN OVERPAS,PEDESTRIAN WALKWAY,CRAVEN,WALKWAY,304.26,214.26,NA,2588138.26212914,492489.68909806,-77.03381579,35.08720223,0250250,2,"Principal Arterial - Other, Rural",FO,3,502,"E.BTS&BTS:RC CAPS/PPC PILES;BTS11-15:RCHBT/DRILLED SHAFTS","REINF. CONCRETE DECK ON PPC GDRS&RC SLABS; SIP FORMS; APPROACH SLABS",99,99,3,,"http://maps.google.com/maps?q=35.0872022269798,-77.0338157941822&z=20&ll=35.0872022269798,-77.0338157941822&t=k",01,1
2031811.45844638,474667.099415228,17849,250288,"US401B,NC87",PEDESTRIAN OVERPAS,PEDESTRIAN WALKWAY,CUMBERLAND,WALKWAY,85.1,175.1,NA,2031811.45844638,474667.09941523,-78.89370219,35.05418834,0260288,6,"Principal Arterial - Other Freeways or Expressways, Urban",FO,99,402,"E.BTS:RC CAPS ON H-PILES;BT:RC HAMMERHEAD/PILE FOOTINGS",RC FLOOR ON CONT.I-BEAMS,99,99,3,,"http://maps.google.com/maps?q=35.0541883446019,-78.8937021879551&z=20&ll=35.0541883446019,-78.8937021879551&t=k",01,1
2033294.53061147,812051.408241063,17923,310176,NC147,PEDESTRIAN,PEDESTRIAN WALKWAY,DURHAM,WALKWAY,153.6,63.6,NA,2033294.53061147,812051.40824106,-78.88746854,35.981139,0320176,5,"Local, Urban",FO,1,312,E.BTS:RC FULL HEIGHT ABUTS.W/BRICK PEDISTALS/PILE FTGS,RC DECK ON STEEL FLOOR BEAM SYS. & THRU TRUSS ARCH (65 PSF & 85 PSF),99,99,3,,"http://maps.google.com/maps?q=35.9811390025686,-78.8874685440418&z=20&ll=35.9811390025686,-78.8874685440418&t=k",01,1
2027017.74001548,810024.0002224,17994,310428,S.ROXBORO ST.,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,DURHAM,WALKWAY,30,120,NA,2027017.74001548,810024.0002224,-78.90868962,35.97558721,0320428,5,"Local, Urban",FO,3,310,ABUTS: REINFORCED CONCRETE,STEEL PONY TRUSS,99,99,3,,"http://maps.google.com/maps?q=35.9755872053389,-78.9086896225778&z=20&ll=35.9755872053389,-78.9086896225778&t=k",04,1
1631459.17221031,857854.632579312,18190,330612,SR1725,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,FORSYTH,WALKWAY,98.71,8.71,NA,1631459.17221031,857854.63257931,-80.24750361,36.10065263,0340612,9,"Collector, Urban",FO,0,302,END BENTS:BUILDINGS,"ENCLOSED PEDESTRIAN WALKWAY (164 PSF,225 PSF)",99,99,3,,"http://maps.google.com/maps?q=36.1006526294786,-80.2475036051162&z=20&ll=36.1006526294786,-80.2475036051162&t=k",26,1
1631531.7409628,857301.297071815,18191,330613,SR1725,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,FORSYTH,WALKWAY,105,15,NA,1631531.7409628,857301.29707181,-80.24723446,36.09913526,0340613,9,"Collector, Urban",FO,0,302,"END BENTS:BUILDINGS, INTERIOR BENT:SINGLE CONCRETE COLUMN","ENCLOSED PEDESTRIAN WALKWAY (164PSF,225PSF)",99,99,3,,"http://maps.google.com/maps?q=36.0991352584785,-80.24723445555&z=20&ll=36.0991352584785,-80.24723445555&t=k",26,1
2227550.27005197,835064.723434806,18227,340154,CATTLE CROSSING,SR1600,PEDESTRIAN UNDERPASS,FRANKLIN,40001600,360,270,40001600035,2227550.27005197,835064.72343481,-78.23031977,36.0419867,0350154,5,"Minor Collector, Rural",N,7,702,END BENTS: TIMBER CAPS ON TIM PILES ,RC FLOOR ON TIMBER JOISTS,99,99,1,5.39982053,"http://maps.google.com/maps?q=36.0419866968192,-78.2303197724403&z=20&ll=36.0419866968192,-78.2303197724403&t=k",01,0
1346832.71882655,554404.614808649,18239,350308,SR2466,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,GASTON,WALKWAY,359,260,NA,1346832.71882655,554404.61480865,-81.18807523,35.25354977,0360308,12,"Other Principal Arterial, Urban",FO,1,302,"E.BT.1:BUILDING; E.BT. 2 & INT.BTS:RC HAMMERHEAD PIERS W/PILE FTGS.","REINFORCED CONCRETE DECK ON I-BEAMS (108 PSF), (181 PSF)",99,99,3,,"http://maps.google.com/maps?q=35.2535497723303,-81.1880752343842&z=20&ll=35.2535497723303,-81.1880752343842&t=k",26,1
548029.587433383,635364.485368893,18325,370127,CHEOAH RIVER,PEDESTRIAN,PEDESTRIAN WALKWAY,GRAHAM,WALKWAY,,65,NA,548029.58743338,635364.48536889,-83.87421925,35.39781407,0380127,14,"Local, Rural",FO,99,313,E.BTS.&INT.BTS.: TIMBER POST/CONCRETE PEDESTELS,TIMBER FLOOR ON TIMBER JOISTS & STEEL CABLE SUSPENSION,99,99,3,,"http://maps.google.com/maps?q=35.3978140675349,-83.8742192539979&z=20&ll=35.3978140675349,-83.8742192539979&t=k",01,5
2125124.87286906,927754.447175726,18330,380064,I85,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,GRANVILLE,WALKWAY,34.11,124.11,NA,2125124.87286906,927754.44717573,-78.57542298,36.29828266,0390064,5,"Principal Arterial - Interstate, Urban",FO,0,302,"EBTS:RC CAP/H-PILES;BTS:RC HAMMERHEAD",REINFORCED CONCRETE FLOOR ON I-BEAMS,99,99,3,,"http://maps.google.com/maps?q=36.2982826637372,-78.5754229833322&z=20&ll=36.2982826637372,-78.5754229833322&t=k",01,1
1838819.53209506,858108.953264892,18340,400157,NC61,PEDESTRIAN OVERPAS,PEDESTRIAN WALKWAY,GUILFORD,WALKWAY,59.84,149.84,NA,1838819.53209506,858108.95326489,-79.54562074,36.10649565,0410157,7,"Minor Arterial, Urban",FO,0,302,"RC ABUTMENTS, INTERIOR BENTS:STEEL ANGLE PIERS",TIMBER DECK ON STEEL CHANNELS ( PEDESTRIAN OVERPASS ) 83 PSF 138 PSF,99,99,3,,"http://maps.google.com/maps?q=36.1064956473652,-79.5456207449592&z=20&ll=36.1064956473652,-79.5456207449592&t=k",01,1
1756578.97938488,851567.089380145,18368,400484,SR2254,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,GUILFORD,WALKWAY,34.84,124.84,NA,1756578.97938488,851567.08938015,-79.8238233,36.0869675,0410484,7,"Principal Arterial - Other Freeways or Expressways, Urban",FO,0,302,"EBT#1:RC CAP & STEEL PILES,EBT#2:RC CAP,INT.BT:RC HAMMERHEADS","REINFORCED CONCRETE DECK ON I-BEAMS, APPROACH SLABS",99,99,3,,"http://maps.google.com/maps?q=36.0869674972392,-79.8238232966773&z=20&ll=36.0869674972392,-79.8238232966773&t=k",01,1
1777510.09828372,862718.062813058,18479,400893,"US29, SANDS DR, O'HENRY B",PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,GUILFORD,WALKWAY,59.02,149.02,NA,1777510.09828372,862718.06281306,-79.75327416,36.1180546,0410893,7,"Principal Arterial - Other Freeways or Expressways, Urban",FO,0,310,"ABUTS:RC STUB, PILE FTGS., INT.BT:RC SOLID PIER, PILE FTGS.",TIMBER DECK ON PREFABRICATED PONY TRUSS W/PROTECTIVE FENCE,99,99,3,,"http://maps.google.com/maps?q=36.1180546033548,-79.7532741554069&z=20&ll=36.1180546033548,-79.7532741554069&t=k",01,1
721031.226665631,629729.326691732,18802,490352,TUCKASEGEE RIVER,PEDESTRIAN WLKY.,PEDESTRIAN WALKWAY,JACKSON,WALKWAY,,30,NA,721031.22666563,629729.32669173,-83.29341347,35.40428847,0500352,14,"Local, Rural",FO,99,313,STEEL CABLE SUSPENSION BRIDGE W/STEEL TOWERS/CONC.PEDS.,TIM.FLOOR ON STEEL SUSPENSION & TIM.FL./I-BMS.APPROACH (30 PSF)(52 PSF),99,99,3,,"http://maps.google.com/maps?q=35.4042884663112,-83.2934134702837&z=20&ll=35.4042884663112,-83.2934134702837&t=k",01,5
750964.941076308,593076.611611471,18803,490368,NC107,PEDESTRIAN WLKWY.,PEDESTRIAN WALKWAY,JACKSON,WALKWAY,80,170,NA,750964.94107631,593076.61161147,-83.18786115,35.30718544,0500368,14,"Minor Arterial, Rural",FO,0,403,"ABUTS:RC CAPS/PILE FTG;BTS:HOLLOW RECT.STL.PIER/PILE FTG.",REINF.CONC.FL.ON CONT.PL.GDRS&STL.GDR.FLOORBEAM SYSTEM,99,99,3,,"http://maps.google.com/maps?q=35.3071854414964,-83.1878611518683&z=20&ll=35.3071854414964,-83.1878611518683&t=k",01,1
750789.555272222,595005.476192057,18804,490371,PEDESTRIAN UNDERPASS,NC107,PEDESTRIAN UNDERPASS,JACKSON,30000107,104.82,14.82,30000107050,750789.55527222,595005.47619206,-83.18872123,35.31246021,0500371,14,"Other Principal Arterial, Urban",N,1,119,,"SINGLE 10'X10'PEDESTRIAN UNDERPASS;140' ALONG C/L UNDERPASS",99,99,1,29.96429917,"http://maps.google.com/maps?q=35.3124602062419,-83.1887212259442&z=20&ll=35.3124602062419,-83.1887212259442&t=k",01,3
720304.957448885,531013.321696311,18894,550328,CULLASAJA RIVER,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,MACON,WALKWAY,,170,NA,720304.95744888,531013.32169631,-83.28156467,35.13321845,0560328,14,"Local, Rural",FO,99,313,STEEL TOWERS ON YOUNT MASONARY PEDS.,STEEL CABLE SUSPENSION BRIDGE ON TIM.FL.(1 &.875 DIA.CABLE),99,99,3,,"http://maps.google.com/maps?q=35.133218450725,-83.2815646700972&z=20&ll=35.133218450725,-83.2815646700972&t=k",01,5
672747.363587886,586014.747126311,18895,550331,LITTLE TENN. RIVER,PED.WALKWAY,PEDESTRIAN WALKWAY,MACON,WALKWAY,,90,NA,672747.36358789,586014.74712631,-83.44871396,35.27845445,0560331,14,"Local, Rural",FO,99,313,"I-BMS.LATICED  STEEL TOWERS/CONC.PEDS;I-BMS.CAPS/TOWERS",STEEL CABLES SUSPENSION W/TIMBER FLOOR,99,99,3,,"http://maps.google.com/maps?q=35.2784544478167,-83.4487139568252&z=20&ll=35.2784544478167,-83.4487139568252&t=k",01,5
1039956.09275164,837432.731494054,19312,600222,NORTH TOE RIVER,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,MITCHELL,WALKWAY,,55,NA,1039956.09275164,837432.73149405,-82.24648167,36.00778685,0610222,13,"Local, Rural",FO,99,313,"STL.CABLE SUSPENSION/STL.TOWERS W/CONC.FTGS;TIM.POST&SILLS",TIM.FLOOR ON TIM.JSTS. & STEEL SUSPENSION (17 PSF) (31 PSF),99,99,3,,"http://maps.google.com/maps?q=36.007786845124,-82.2464816732303&z=20&ll=36.007786845124,-82.2464816732303&t=k",01,5
1046628.2040793,850262.07033664,19313,600223,BIG ROCK CREEK,PED.WLKWY.(CLOSED),PEDESTRIAN WALKWAY,MITCHELL,WALKWAY,49.58,139.58,NA,1046628.2040793,850262.07033664,-82.22534427,36.04360836,0610223,13,"Local, Rural",FO,99,313,"APPR.SPN:ALL TIM. P&S;SUSPENDED SPN:STL.TOWERS/CONC.FTGS.",TIM.FLOOR ON TIM.JSTS.& STEEL CABLE SUSPENSION SPAN,0,0,3,,"http://maps.google.com/maps?q=36.0436083625894,-82.2253442689006&z=20&ll=36.0436083625894,-82.2253442689006&t=k",01,5
1055999.77260648,830428.934478059,19314,600224,NORTH TOE RIVER,PED. WLKWY(CLOSED),PEDESTRIAN WALKWAY,MITCHELL,WALKWAY,,186,NA,1055999.77260648,830428.93447806,-82.19150494,35.98998584,0610224,13,"Local, Rural",FO,99,313,STEEL CABLE SUSPENSION BRIDGE W/STEEL TOWERS/CONC.,TIMBER FLOOR ON TIMBER JOISTS&STEEL SUSPENSION,0,0,3,,"http://maps.google.com/maps?q=35.9899858423014,-82.1915049435735&z=20&ll=35.9899858423014,-82.1915049435735&t=k",01,5
1054385.54584806,817769.657631308,19315,600225,"N.TOE RVR,NON SYSTEM RD. ",PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,MITCHELL,WALKWAY,125,35,NA,1054385.54584806,817769.65763131,-82.19558135,35.95508476,0610225,13,"Local, Rural",FO,99,313,STEELCABLE SUSPENSION BRIDGE W/STEEL TOWERS/CONC.PEDS.,TIMBER FLOOR ON TIMBER JOISTS&STEEL SUSPENSION,99,99,3,,"http://maps.google.com/maps?q=35.9550847571051,-82.1955813511083&z=20&ll=35.9550847571051,-82.1955813511083&t=k",01,6
1110321.42774247,802532.99814406,19316,600228,NORTH TOE RIVER,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,MITCHELL,WALKWAY,,90,NA,1110321.42774247,802532.99814406,-82.0051142,35.91804615,0610228,13,"Local, Rural",FO,99,313,STEEL TOWERS ON CONCRETE FOOTINGS,STEEL CABLE SUSPENSION PEDESTRIAN BRIDGE,99,99,3,,"http://maps.google.com/maps?q=35.918046146206,-82.0051142038414&z=20&ll=35.918046146206,-82.0051142038414&t=k",01,5
1682753.05813938,541112.496707901,19319,610026,LAKE TILLERY,PED. WALKWAY(CLSD),PEDESTRIAN WALKWAY,MONTGOMERY,WALKWAY,,160,NA,1682753.05813938,541112.4967079,-80.06241512,35.23214263,0620026,8,"Local, Rural",FO,99,302,"ABUTMENTS:RC STUB, INTERIOR BENTS:2 COLUMN RC POST & BEAM",TIMBER DECK ON I-BEAMS & EXTERIOR CHANNELS,0,0,3,,"http://maps.google.com/maps?q=35.2321426291841,-80.0624151163181&z=20&ll=35.2321426291841,-80.0624151163181&t=k",01,5
2322569.98388356,178829.763925731,19345,640009,US17 BUS,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,NEW HANOVER,WALKWAY,6.24,96.24,NA,2322569.98388356,178829.76392573,-77.93280245,34.23658174,0650009,3,"Minor Arterial, Urban",FO,99,501,"STAIRWAY&BT.1:RCCAP/PPCPILES;BTS2-4:HAMMERHEAD/PPC PILES",PRESTR.CORED SLAB CAST IN PLACE (103PSF) (172PSF),99,99,3,,"http://maps.google.com/maps?q=34.2365817425202,-77.9328024486834&z=20&ll=34.2365817425202,-77.9328024486834&t=k",01,1
1984742.11524931,783709.624045476,19395,670261,SR1902,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,ORANGE,WALKWAY,160.63,70.63,NA,1984742.11524931,783709.62404548,-79.05152011,35.90332103,0680261,7,"Other Principal Arterial, Urban",FO,1,302,"END BT#1:STEEL CAP & PILES, INT.BTS:RC P&B, ABUTMENT#2:RC FULL HEIGHT","RC DECK ON PLATE GIRDERS, PEDESTRIAN OVERPASS",99,99,3,,"http://maps.google.com/maps?q=35.9033210273078,-79.0515201064862&z=20&ll=35.9033210273078,-79.0515201064862&t=k",21,1
1984435.23462947,783832.550964981,19425,670317,SR1902 ,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,ORANGE,WALKWAY,158.16,68.16,NA,1984435.23462947,783832.55096498,-79.05255655,35.90365829,0680317,7,"Other Principal Arterial, Urban",FO,1,302,"END BENT#1:BUILDING, ABUTMENT#2:RC STUB, INT.BENTS: RC CAP ON RC COLUMNS","RC DECK ON TRUSSED, CURVED I-BEAMS",99,99,3,,"http://maps.google.com/maps?q=35.9036582880597,-79.0525565456663&z=20&ll=35.9036582880597,-79.0525565456663&t=k",04,1
678773.358425632,650924.9109409,19579,860156,DEEP CREEK,PEDESTRIAN WALKWAY,PEDESTRIAN WALKWAY,SWAIN,WALKWAY,,160,NA,678773.35842563,650924.9109409,-83.43826354,35.45736374,0870156,14,"Local, Rural",FO,99,302,E.BTS&INT.BTS:TIM.CAPS/TIM.POST&SILLS/CONC.PEDESTALS,TIMBER FLOOR ON I-BEAMS(WALKWAY) (96 PSF) (152 PSF),99,99,3,,"http://maps.google.com/maps?q=35.4573637437704,-83.4382635427587&z=20&ll=35.4573637437704,-83.4382635427587&t=k",01,5
