X,Y,OBJECTID,BRDG_NBR,FTR_INTRSC,F_CARRIED,BRDG_TYP_NM,COUNTY,ROUTE,RD_ANGLE,STR_ANGLE,RTE_ID,X_COORD,Y_COORD,LONG_DD,LAT_DD,BSIP_BRDG_NBR,DIVISION,FUNC_CLASS,FUNC_OBSOL,DETOUR_LEN,STRTYPMAIN,SUPERSTRUC,SUBSTRUCTU,POSTED_SV,POSTED_TTST,SERVICEON,MP,GOOGLE_LINK,MAINT_RESP,SERVICEUNDER,AADT,AADT_YR
1560560.34091114,704387.709526896,42438,790098,SR2200,SOUTHERN RR,RAILROAD,ROWAN,RAILROAD,95,160,NA,1560560.34091114,704387.7095269,-80.47971911,35.6764137,0800098,9,"Minor Arterial, Urban",FO,0,302,"EBTS:RC CAP & STL. PILES, INTBTS:RC POST & BEAM W/PILE FTGS",REINFORCED CONCRETE DECK ON I-BEAMS AND PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.6764136998734,-80.479719109423&z=20&ll=35.6764136998734,-80.479719109423&t=k",27,1,,
1512772.52638197,723449.232427388,42442,790380,SR1957,SOUTHERN RR,RAILROAD,ROWAN,RAILROAD,150,45,NA,1512772.52638197,723449.23242739,-80.64166784,35.72671224,0800380,9,"Minor Collector, Rural",FO,0,302,"EBT#1 & BT#1-4:TIM. CAP & PILE, ABUT#2:RC FULL HT, BT#5:RC SOLID PIER","TIMBER DECK ON MAIN:PLATE GIRDERS, APPROACH:TIMBER JOISTS",99,99,2,,"http://maps.google.com/maps?q=35.7267122429736,-80.6416678420352&z=20&ll=35.7267122429736,-80.6416678420352&t=k",27,1,,
1554993.87599422,695084.523080811,42443,790391,US601,SOUTHERN RR,RAILROAD,ROWAN,RAILROAD,128,38,NA,1554993.87599422,695084.52308081,-80.49798748,35.65062764,0800391,9,"Other Principal Arterial, Urban",FO,0,302,"EBTS:RC CAP & STL. PILES, INTBTS:RC SOLID PIERS W/PILE FTGS",REINFORCED CONCRETE DECK ON I-BEAMS & PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.6506276446743,-80.497987480395&z=20&ll=35.6506276446743,-80.497987480395&t=k",27,1,,
1152512.08483081,588580.416863725,42453,800015,US74 BUS.,CLINCHFIELD RR,RAILROAD,RUTHERFORD,RAILROAD,2,85,NA,1152512.08483081,588580.41686372,-81.84200112,35.33389716,0810015,13,"Minor Arterial, Urban",FO,0,302,RAILROAD UNDERPASS,NULL,99,99,2,,"http://maps.google.com/maps?q=35.3338971634947,-81.8420011193231&z=20&ll=35.3338971634947,-81.8420011193231&t=k",27,1,,
1151280.02594322,537102.372838393,42454,800019,US221,CC & O RR,RAILROAD,RUTHERFORD,RAILROAD,68,190,NA,1151280.02594322,537102.37283839,-81.84119108,35.19241446,0810019,13,"Minor Arterial, Rural",FO,99,302,"E.BNTS:RC CAP/H-PILES; INT. BNTS:  RC POST & BEAM / FOOTINGS",RC FLOOR ON STEEL PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.1924144624094,-81.8411910811099&z=20&ll=35.1924144624094,-81.8411910811099&t=k",27,1,,
1147969.90887581,582030.391906068,42455,800042,US74 BYP,SOUTHERN RR,RAILROAD,RUTHERFORD,RAILROAD,5,95,NA,1147969.90887581,582030.39190607,-81.85659276,35.31554942,0810042,13,"Principal Arterial - Other Freeways or Expressways, Urban",FO,4,302,"E.BTS:RC CAPS/H-PILES;INT.BTS:RCP&BEAM/PILE FTGS.",REINFORCED CONCRETE FLOOR ON I-BEAMS,99,99,2,,"http://maps.google.com/maps?q=35.3155494168232,-81.85659276101&z=20&ll=35.3155494168232,-81.85659276101&t=k",27,1,,
1167515.8363193,579229.389962137,42457,800108,US74BYP.,SOUTHERN RR,RAILROAD,RUTHERFORD,RAILROAD,150,35,NA,1167515.8363193,579229.38996214,-81.79083232,35.30938383,0810108,13,"Principal Arterial - Other, Rural",FO,3,302,"E.BTS:RC CAPS/H-PILES;INT.BTS:RC POST&BEAM/PILE FTGS.",REINFORCED CONCRETE FLOOR ON I-BEAMS,99,99,2,,"http://maps.google.com/maps?q=35.3093838327877,-81.7908323166521&z=20&ll=35.3093838327877,-81.7908323166521&t=k",27,1,,
1171597.28386505,577349.73820965,42458,800116,US74 BYP.,SCL. RR,RAILROAD,RUTHERFORD,RAILROAD,342,275,NA,1171597.28386505,577349.73820965,-81.77698054,35.30453572,0810116,13,"Principal Arterial - Other, Rural",FO,1,302,"E.BTS:RC CAPS/H-PILES;INT.BTS:RC SOLID,BTS1&3/PILE FTGS.",REINFORCED CONCRETE FLOOR ON I-BEAMS,99,99,2,,"http://maps.google.com/maps?q=35.3045357229582,-81.7769805377831&z=20&ll=35.3045357229582,-81.7769805377831&t=k",27,1,,
1620616.78772713,541220.493211061,42490,830270,SR1953,NORFOLK & SOUTHERN,RAILROAD,STANLY,RAILROAD,313,223,NA,1620616.78772713,541220.49321106,-80.27048446,35.23043327,0840270,10,"Local, Rural",FO,0,302,"EBTS:RC STUB, INTERIOR BENTS:RC SOLID PIERS",TIMBER TIES ON STEEL GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.2304332734898,-80.2704844590103&z=20&ll=35.2304332734898,-80.2704844590103&t=k",27,1,,
1656283.51626231,539935.362579226,42491,830271,SR1923,NORFOLK SOUTHRN RR,RAILROAD,STANLY,RAILROAD,72,162,NA,1656283.51626231,539935.36257923,-80.15100452,35.22809765,0840271,10,"Local, Rural",FO,1,302,"END BENTS:RC CAP ON SPREAD FOOTING, INT.BENTS:RC SOLID PIER",TIMBER TIES ON STEEL GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.2280976508279,-80.151004522213&z=20&ll=35.2280976508279,-80.151004522213&t=k",27,1,,
653834.037241384,627583.688266471,42523,860155,SR1309,SOUTHERN RR,RAILROAD,SWAIN,RAILROAD,76,166,NA,653834.03724138,627583.68826647,-83.51835869,35.39020725,0870155,14,"Minor Collector, Rural",FO,12,302,E.BNTS&INT.BNTS:TIMBER CAPS/TIMBER POST&SILLS/CONC.FTGS.,STEEL GIRDERS & TIMBER JOISTS,99,99,2,,"http://maps.google.com/maps?q=35.3902072456697,-83.5183586854772&z=20&ll=35.3902072456697,-83.5183586854772&t=k",27,1,,
1534909.73112322,453649.246765971,42563,890455,SR1009,CSX TRANSPORTATION,RAILROAD,UNION,RAILROAD,115,145,NA,1534909.73112322,453649.24676597,-80.5528719,34.98648794,0900455,10,"Minor Arterial, Urban",FO,1,302,ABUTMENTS: REINFORCED CONCRETE CELLULAR,REINFORCED CONCRETE DECK ON STEEL FLOORBEAMS & PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=34.9864879351911,-80.5528719043093&z=20&ll=34.9864879351911,-80.5528719043093&t=k",27,1,,
1535006.19484106,453310.909188062,42564,890456,SR1009,CSX TRANSPORTATION,RAILROAD,UNION,RAILROAD,102,175,NA,1535006.19484106,453310.90918806,-80.55253221,34.98556253,0900456,10,"Minor Arterial, Urban",FO,1,101,ABUTMENTS:REINFORCED CONCRETE CELLULAR,REINFORCED CONCRETE SLAB,99,99,2,,"http://maps.google.com/maps?q=34.9855625277011,-80.5525322119839&z=20&ll=34.9855625277011,-80.5525322119839&t=k",27,1,,
2165912.5225928,941078.144609645,42565,900035,I85,SOUTHERN R,RAILROAD,VANCE,RAILROAD,37,135,NA,2165912.5225928,941078.14460965,-78.43676735,36.33432098,0910035,5,"Principal Arterial - Interstate, Urban",FO,0,302,"EBTS:RC CAPS/H-PILES; INT.BTS:RC POST & BEAM, PILE FTGS",RC DECK ON I-BEAMS & PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=36.3343209782559,-78.4367673475539&z=20&ll=36.3343209782559,-78.4367673475539&t=k",27,1,,
2163731.1332548,880714.844404727,42568,900106,SR1621 & TAR RIVER,SCL RAILROAD,RAILROAD,VANCE,RAILROAD,351,265,NA,2163731.1332548,880714.84440473,-78.44531747,36.16855255,0910106,5,"Local, Rural",FO,99,302,NULL,REINFORCED CONCRETE ON STEEL BEAMS,99,99,2,,"http://maps.google.com/maps?q=36.1685525463162,-78.4453174715207&z=20&ll=36.1685525463162,-78.4453174715207&t=k",27,6,,
2072341.29274088,672753.702256978,42572,910041,US401,N & S RR.,RAILROAD,WAKE,RAILROAD,42,170,NA,2072341.29274088,672753.70225698,-78.75664976,35.59825654,0920041,5,"Other Principal Arterial, Urban",FO,1,302,"E.BTS:RC CAPS/H-PILES;BTS:RCP&BEAM/H-PILE FTGS",REINFORCED CONCRETE FLOOR ON STEEL PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.5982565383221,-78.756649760748&z=20&ll=35.5982565383221,-78.756649760748&t=k",27,1,,
2009251.70008831,691293.673707142,42573,910042,US1,NORF.& SOUTH RR,RAILROAD,WAKE,RAILROAD,29,119,NA,2009251.70008831,691293.67370714,-78.96885841,35.64943345,0920042,5,"Principal Arterial - Other, Rural",FO,6,302,EBTS&IBTS:RC CAPS ON RC PIERS,CONCRETE FLOOR ON I-BEAMS,99,99,2,,"http://maps.google.com/maps?q=35.6494334453685,-78.9688584130168&z=20&ll=35.6494334453685,-78.9688584130168&t=k",27,1,,
2043650.90130289,719466.947741061,42574,910048,NC 55,SEABOARD COAST RR,RAILROAD,WAKE,RAILROAD,158,68,NA,2043650.90130289,719466.94774106,-78.85292892,35.72675127,0920048,5,"Other Principal Arterial, Urban",FO,1,302,CONCRETE STEMS & CAPS,CONC.CLOSED DECK & BALLAST,99,99,2,,"http://maps.google.com/maps?q=35.7267512668046,-78.8529289200321&z=20&ll=35.7267512668046,-78.8529289200321&t=k",27,1,,
2047596.94688848,727481.294245139,42586,910104,US64,DURHAM & SO. RR,RAILROAD,WAKE,RAILROAD,360,65,NA,2047596.94688848,727481.29424514,-78.83959007,35.74875257,0920104,5,"Other Principal Arterial, Urban",FO,3,302,EBTS&PIERS:REINFORCED CONCRETE,RC FLOOR ON I-BEAMS,99,99,2,,"http://maps.google.com/maps?q=35.7487525668101,-78.8395900690125&z=20&ll=35.7487525668101,-78.8395900690125&t=k",27,1,,
2145055.96391231,811771.93439056,42587,910106,NC98,SEABOARD RR,RAILROAD,WAKE,RAILROAD,339,255,NA,2145055.96391231,811771.93439056,-78.50973693,35.97943911,0920106,5,"Collector, Urban",FO,2,302,"MASS CONC.ABUTS.,CONC.PIERS",CONCRETE ENCASED GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.9794391071006,-78.5097369308519&z=20&ll=35.9794391071006,-78.5097369308519&t=k",27,1,,
2114302.31380555,749491.235133305,42591,910164,US401,NORFOLK&SO.RR,RAILROAD,WAKE,RAILROAD,60,30,NA,2114302.31380555,749491.23513331,-78.61449499,35.80871642,0920164,5,"Other Principal Arterial, Urban",FO,3,303,NULL,STEEL FLOORBEAM SYSTEM,99,99,2,,"http://maps.google.com/maps?q=35.8087164212156,-78.6144949914592&z=20&ll=35.8087164212156,-78.6144949914592&t=k",27,1,,
2110649.84538873,746928.338356227,42593,910179,US401,SEABOARD COAST,RAILROAD,WAKE,RAILROAD,340,220,NA,2110649.84538873,746928.33835623,-78.62684597,35.80171383,0920179,5,"Other Principal Arterial, Urban",FO,3,302,"RC FULL HT.ABUTS;INT.BTS:RCP&BEAM",RC ROCK BALLAST ON I-BEAMS,99,99,2,,"http://maps.google.com/maps?q=35.8017138269418,-78.6268459689291&z=20&ll=35.8017138269418,-78.6268459689291&t=k",27,1,,
2105975.15493497,740958.239404067,42595,910244,US70,SEABOARD C,RAILROAD,WAKE,RAILROAD,280,220,NA,2105975.15493497,740958.23940407,-78.64268316,35.78535961,0920244,5,"Principal Arterial - Other Freeways or Expressways, Urban",FO,1,501,"E.BT:CELLUAR ABUTS.;INT.BT:RCP&B ON FTG.",PRECAST CONCRETE SLAB,99,99,2,,"http://maps.google.com/maps?q=35.7853596065081,-78.6426831614209&z=20&ll=35.7853596065081,-78.6426831614209&t=k",27,1,,
2101709.11228597,730116.922504067,42598,910292,"I40, US64     ",SOUTHERN RR,RAILROAD,WAKE,RAILROAD,341,290,NA,2101709.11228597,730116.92250407,-78.65719311,35.75561667,0920292,5,"Principal Arterial - Interstate, Urban",FO,3,302,"E.BTS:RC CAPS/H-PILES;INT.BTS:RCP&BEAM",STEEL TRACK/RC SLAB ON STL I-BEAMS AND PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.7556166741433,-78.6571931068583&z=20&ll=35.7556166741433,-78.6571931068583&t=k",27,1,,
2111125.35165556,747938.118160814,42606,910512,SR2000 WAKE FOREST ,NORFOLK SOUTHERN,RAILROAD,WAKE,RAILROAD,73,190,NA,2111125.35165556,747938.11816081,-78.62522954,35.80448303,0920512,5,"Minor Arterial, Urban",FO,3,302,NULL,NORFOLK SO. RR,99,99,2,,"http://maps.google.com/maps?q=35.8044830334049,-78.6252295371575&z=20&ll=35.8044830334049,-78.6252295371575&t=k",27,1,,
2114565.6449718,713719.318488315,42607,910513,SR2561 BENSON RD,SOUTHERN RAILROAD,RAILROAD,WAKE,RAILROAD,277,155,NA,2114565.6449718,713719.31848831,-78.6140759,35.71043751,0920513,5,"Collector, Urban",FO,1,302,REINFORCED CONC. ABUTS&TRUCK PIERS ON TIMBER PILES,DECK PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.7104375108824,-78.6140758963385&z=20&ll=35.7104375108824,-78.6140758963385&t=k",27,1,,
2007314.15507889,694956.808769315,42608,910514,SR1011,PEDESTRIAN OVERPAS,RAILROAD,WAKE,RAILROAD,212,122,NA,2007314.15507889,694956.80876932,-78.97537721,35.65949906,0920514,5,"Minor Arterial, Rural",FO,1,302,"ABUTS:RC FULL HEIGHT;IBTS:RCP&WEB",I-BEAMS,99,99,2,,"http://maps.google.com/maps?q=35.6594990619373,-78.9753772090173&z=20&ll=35.6594990619373,-78.9753772090173&t=k",27,1,,
2007393.00137788,695006.26700373,42609,910515,SR1011,NEW HOPE V,RAILROAD,WAKE,RAILROAD,212,155,NA,2007393.00137788,695006.26700373,-78.97511173,35.65963489,0920515,5,"Minor Arterial, Rural",FO,1,302,REINFORCED CONCRETE ABUTS&PIERS ON SOFT ROCK,I-BEAMS,99,99,2,,"http://maps.google.com/maps?q=35.6596348895969,-78.9751117344888&z=20&ll=35.6596348895969,-78.9751117344888&t=k",27,1,,
2045234.70620614,728027.057261229,42610,910516,SR1011 (N. SALEM ST.),DURHAM SOUTHERN,RAILROAD,WAKE,RAILROAD,182,75,NA,2045234.70620614,728027.05726123,-78.84754839,35.75026218,0920516,5,"Minor Arterial, Urban",FO,2,302,"ABUTMENTS & PIERS-CONCRETE, PIERS ON PILES",STEEL PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.7502621814368,-78.8475483909837&z=20&ll=35.7502621814368,-78.8475483909837&t=k",27,1,,
2057663.00910538,735651.726066977,42611,910517,SR1011 W. CHATHAM ST.,SCL RR,RAILROAD,WAKE,RAILROAD,181,65,NA,2057663.00910538,735651.72606698,-78.80561186,35.77114989,0920517,5,"Local, Urban",FO,3,302,MASS CONC.ABUTMENT,DECK PLATE GIRDER,99,99,2,,"http://maps.google.com/maps?q=35.7711498882953,-78.8056118584707&z=20&ll=35.7711498882953,-78.8056118584707&t=k",27,1,,
2083766.97789472,742155.586746901,42612,910518,SR5808 HILLSBORO ,SEABOARD RAILROAD,RAILROAD,WAKE,RAILROAD,255,205,NA,2083766.97789472,742155.5867469,-78.71755062,35.78884566,0920518,5,"Minor Arterial, Urban",FO,2,302,RC ABUTMENTS-CELLULAR TYPE/PILES,DECK PLATE GIRDER,99,99,2,,"http://maps.google.com/maps?q=35.7888456577951,-78.7175506151959&z=20&ll=35.7888456577951,-78.7175506151959&t=k",27,1,,
2105801.0837608,736199.379827306,42613,910537,W. SOUTH ST.,SOUTHERN RAILROAD,RAILROAD,WAKE,RAILROAD,180,120,NA,2105801.0837608,736199.37982731,-78.64332772,35.77228739,0920537,5,"Minor Arterial, Urban",FO,1,302,NULL,PLATE GIRDER,99,99,2,,"http://maps.google.com/maps?q=35.7722873887915,-78.6433277230684&z=20&ll=35.7722873887915,-78.6433277230684&t=k",27,1,,
2106012.92060748,745067.185254395,42614,910541,US70 (WADE AVE),NORTH & SOUTH RR,RAILROAD,WAKE,RAILROAD,330,250,NA,2106012.92060748,745067.1852544,-78.64250594,35.79664763,0920541,5,"Other Principal Arterial, Urban",FO,7,302,"RC ABUTMENTS, RC POST & WEB PIERS",RC SLAB,99,99,2,,"http://maps.google.com/maps?q=35.7966476276782,-78.6425059361759&z=20&ll=35.7966476276782,-78.6425059361759&t=k",27,1,,
2074930.54051514,742417.143310398,42617,910556,I40,SCL & SOUTHERN RR,RAILROAD,WAKE,RAILROAD,241,165,NA,2074930.54051514,742417.1433104,-78.74734335,35.78962966,0920556,5,"Principal Arterial - Interstate, Urban",FO,6,302,"E.BTS:RC CAP/H-PILES;RC SOLID PIER/CONT.PILE FTG",RC SLAB ON STEEL PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.7896296568369,-78.7473433450151&z=20&ll=35.7896296568369,-78.7473433450151&t=k",27,1,,
2124701.05350672,709769.209262565,42627,910617,I40,SCL RR,RAILROAD,WAKE,RAILROAD,309,15,NA,2124701.05350672,709769.20926256,-78.5799906,35.69947217,0920617,5,"Principal Arterial - Interstate, Urban",FO,5,302,"EBTS:RC CAP/STL PILES;PIER 1&2 RC&B/RC STD FTD;PIER3RCP&B",RC DECK ON STEEL PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.6994721726156,-78.5799906003647&z=20&ll=35.6994721726156,-78.5799906003647&t=k",27,1,,
2105946.85938789,735973.588612229,42628,910625,"US70,US401,NC50",SOUTHERN RAILORAD,RAILROAD,WAKE,RAILROAD,38,128,NA,2105946.85938789,735973.58861223,-78.64283903,35.77166563,0920625,5,"Other Principal Arterial, Urban",FO,1,302,"EBT;RC CAP",RC FLOOR ON STEEL BEAMS,99,99,2,,"http://maps.google.com/maps?q=35.7716656349483,-78.6428390330824&z=20&ll=35.7716656349483,-78.6428390330824&t=k",27,1,,
2119291.59549363,768137.885503978,42825,911057,SR2041,CSX RR,RAILROAD,WAKE,RAILROAD,330,245,NA,2119291.59549363,768137.88550398,-78.59741288,35.85988863,0921057,5,"Minor Arterial, Urban",FO,1,302,"IBTS;RC CAPS & PIERS",RC DECK/ STEEL I-BEAMS,99,99,2,,"http://maps.google.com/maps?q=35.859888625034,-78.5974128825169&z=20&ll=35.859888625034,-78.5974128825169&t=k",27,1,,
2236017.89911406,981604.21021089,42926,920019,US158,SCL RAILROAD,RAILROAD,WARREN,RAILROAD,285,195,NA,2236017.89911406,981604.21021089,-78.19767356,36.44430276,0930019,5,"Principal Arterial - Other, Rural",FO,4,101,REINF. CONC. ABUT&REINF. CONC. CELLULAR ABUTMENT,RC SLAB ON ENCASED I-BEAMS,99,99,2,,"http://maps.google.com/maps?q=36.444302759586,-78.1976735568706&z=20&ll=36.444302759586,-78.1976735568706&t=k",27,1,,
2321431.65512347,713463.532254472,42988,970051,"US301,US264ALT",SC RR  OVERPASS,RAILROAD,WILSON,RAILROAD,9,65,NA,2321431.65512347,713463.53225447,-77.91727704,35.70553069,0980051,4,"Other Principal Arterial, Urban",FO,3,302,"EBTS:RC CAP ON CREO TR PILES,IBTS:RCP&B ON TR PILE FTGS",ENCASED I-BEAMS,99,99,2,,"http://maps.google.com/maps?q=35.7055306918214,-77.9172770373313&z=20&ll=35.7055306918214,-77.9172770373313&t=k",27,1,,
2323980.19431771,714384.600622311,42989,970061,"US301,US264A ",NORFOLK SO RR OVER,RAILROAD,WILSON,RAILROAD,40,130,NA,2323980.19431771,714384.60062231,-77.90865902,35.70798438,0980061,4,"Other Principal Arterial, Urban",FO,4,302,"EBTS:RC CAPS/PPC PILES,BTS:RCSNP&B/TIMBER PILE FTG",ENCASED I-BEAMS,99,99,2,,"http://maps.google.com/maps?q=35.7079843807667,-77.9086590199601&z=20&ll=35.7079843807667,-77.9086590199601&t=k",27,1,,
2106550.64951889,735032.449418396,43576,910774,SR4363,NORFOLK  SOUTH. RR,RAILROAD,WAKE,RAILROAD,10,120,NA,2106550.64951889,735032.4494184,-78.64081507,35.76907407,0920774,5,"Minor Arterial, Urban",FO,4,302,"ABUTS:REINF.CONC;BTS:RC POST&BEAM;ABUTS.&BT.3/PILE",REINFORCED CONCRETE FLOOR ON H+I-BEAMS&STL.PL.GIRDER,99,99,2,,"http://maps.google.com/maps?q=35.769074066501,-78.6408150734518&z=20&ll=35.769074066501,-78.6408150734518&t=k",27,1,,
1746471.37492822,754819.599476561,43652,750529,I74 ,"NSRR,US311;LATERAL",RAILROAD,RANDOLPH,RAILROAD,100,170,NA,1746471.37492822,754819.59947656,-79.85520865,35.82096437,0760529,8,"Principal Arterial - Other Freeways or Expressways, Urban",FO,0,302,"END BENTS: RC CAPS ON PILE FOOTINGS, INTERIOR BENTS: 4 COLUMN, RC POST & BEAM, PILE FOOTINGS",REINFORCED CONCRETE DECK ON I-BEAMS AND STEEL PLATE GIRDERS,0,0,2,,"http://maps.google.com/maps?q=35.8209643722033,-79.8552086507584&z=20&ll=35.8209643722033,-79.8552086507584&t=k",27,1,,
2035673.78864822,712945.873512894,43771,911284,NC540,CSX RR,RAILROAD,WAKE,RAILROAD,125,50,NA,2035673.78864822,712945.87351289,-78.87983243,35.70886508,0921284,5,"Principal Arterial - Other Freeways or Expressways, Urban",FO,0,302,"ABUTS:REINFORCED CONCRETE; BT:RCP&BEAM",RC DECK ON STEEL PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.7088650779339,-78.8798324268887&z=20&ll=35.7088650779339,-78.8798324268887&t=k",27,1,,
1557535.62976897,696646.429733887,44452,790464,SR 2692,NORFOLKSOUTHERN RR,RAILROAD,ROWAN,RAILROAD,110,25,NA,1557535.62976897,696646.42973389,-80.48951156,35.65502343,0800464,9,"Collector, Urban",FO,2,302,"E.BTS:RC CAPS & STEEL PILES, INT.BTS:RC POST & BEAM, PILE FTGS",REINFORCED CONCRETE DECK ON PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.6550234287034,-80.4895115559&z=20&ll=35.6550234287034,-80.4895115559&t=k",27,1,,
1636201.09546922,852063.731759563,44743,330745,RESEARCH PARKWAY,WSSB RAILROAD,RAILROAD,FORSYTH,RAILROAD,145,90,NA,1636201.09546922,852063.73175956,-80.23121084,36.08490901,0340745,9,"Local, Urban",FO,2,302,EBTS.:RC CAP AND MSE WALL ON PILE FOOTING ,RC DECK ON STEEL GIRDERS,99,99,2,,"http://maps.google.com/maps?q=36.084909013991,-80.2312108384359&z=20&ll=36.084909013991,-80.2312108384359&t=k",27,1,,
1436929.3270188,499252.95542714,44762,591348,CAROLINA PAVILLION DR.,CHARLOTTE LGHT RL,RAILROAD,MECKLENBURG,NA,5,95,NA,1436929.3270188,499252.95542714,-80.88283098,35.10711752,0601348,10,"Local, Urban",FO,1,302,"EBTS; RETAINING WALL ON STL. PILE FOOTINGS, INT.BT; RC CAP C. COLUMN",RC DECK ON I-BEAMS,99,99,2,,"http://maps.google.com/maps?q=35.1071175247834,-80.8828309791691&z=20&ll=35.1071175247834,-80.8828309791691&t=k",04,1,,
1438939.91223647,510351.225881472,44763,591349,ARROWOOD RD.,CHARLOTTE LIGHT RL,RAILROAD,MECKLENBURG,NA,180,100,NA,1438939.91223647,510351.22588147,-80.876811,35.13771149,0601349,10,"Collector, Urban",FO,2,302,"EBTS; RC CAPS ON STL PILES; MSE OR MOD WALLS; ISO SHEET PILES",RC DECK ON I-BEAMS,99,99,2,,"http://maps.google.com/maps?q=35.1377114924251,-80.8768110049522&z=20&ll=35.1377114924251,-80.8768110049522&t=k",04,1,,
1438831.59978905,515852.133514807,44764,591350,ARCHDALE RD.,CHARLOTTE LIGHT RL,RAILROAD,MECKLENBURG,NA,170,80,NA,1438835.12504447,515851.3385689,-80.87750938,35.15281602,0601350,10,"Collector, Urban",FO,2,502,"EBTS; RC CAPS ON STL. PILES, INT.BTS; RC CAPS ON DRILLED PIERS","RC DECK ON PPC MOD. BULB TEE GDRS & STL. I-BEAMS; SIP FORMS",99,99,2,,"http://maps.google.com/maps?q=35.1528160154874,-80.8775093787111&z=20&ll=35.1528160154874,-80.8775093787111&t=k",04,1,,
1438918.41818497,520435.392392889,44765,591351,TYVOLA RD.,CHARLOTTE LIGHT RL,RAILROAD,MECKLENBURG,NA,155,92,NA,1438918.41818497,520435.39239289,-80.87752081,35.16541368,0601351,10,"Other Principal Arterial, Urban",FO,1,302,"EBTS;MSE WALLS,RC CAPS ON STL.PILES,INT.BTS;RC CAPS COLMS/ DRLLED PIERS",RC DECK ON STL. PLT. GIRDERS & PPC GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.1654136801093,-80.8775208068107&z=20&ll=35.1654136801093,-80.8775208068107&t=k",04,1,,
1438413.24859163,525010.421628639,44766,591352,SR1291,CHARLOTTE LIGHT RL,RAILROAD,MECKLENBURG,NA,150,95,NA,1438418.6980558,525008.0899404,-80.87948226,35.17794981,0601352,10,"Minor Arterial, Urban",FO,2,302,"EBTS; RC CAPS ON STL. PILES, INT.BTS; RC CAPS ON DRILLED PIERS",RC DECK ON STEEL PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.1779498127195,-80.8794822642417&z=20&ll=35.1779498127195,-80.8794822642417&t=k",04,1,,
1449603.32890172,541454.399239317,44767,591353,E. THIRD ST.,CHARLOTTE LIGHT RL,RAILROAD,MECKLENBURG,NA,130,40,NA,1449603.32890172,541454.39923932,-80.84308039,35.22370724,0601353,10,"Minor Arterial, Urban",FO,99,302,"EBTS; RC CAPS ON STL. PILES, INT.BTS; RC CAPS ON DRILLED PIERS","RC DECK ON STEEL I-BEAMS; SIP FORMS",99,99,2,,"http://maps.google.com/maps?q=35.2237072432636,-80.8430803943215&z=20&ll=35.2237072432636,-80.8430803943215&t=k",04,1,,
1449939.42403005,541735.127352387,44768,591354,E. FOURTH ST.,CHARLOTTE LIGHT RL,RAILROAD,MECKLENBURG,NA,130,40,NA,1449939.42403005,541735.12735239,-80.84197263,35.2244956,0601354,10,"Minor Arterial, Urban",FO,1,302,"EBTS; RC CAPS ON STL. PILES, INT.BTS; RC CAPS ON DRILLED PIERS","RC DECK ON STEEL PLT. GIRDERS/ I-BEAMS; SIP FORMS",99,99,2,,"http://maps.google.com/maps?q=35.2244955981546,-80.8419726319743&z=20&ll=35.2244955981546,-80.8419726319743&t=k",04,1,,
1450270.97454806,542028.113971144,44769,591355,TRADE ST.,CHARLOTTE LIGHT RL,RAILROAD,MECKLENBURG,NA,135,45,NA,1450270.97454806,542028.11397114,-80.84088082,35.22531739,0601355,10,"Collector, Urban",FO,2,302,"EBTS; RC CAPS ON STL. PILES, INT.BTS; RC CAPS ON DRILLED PIERS","RC DECK ON STEEL PLT. GIRDERS/ I-BEAMS; SIP FORMS",99,99,2,,"http://maps.google.com/maps?q=35.2253173877903,-80.8408808244057&z=20&ll=35.2253173877903,-80.8408808244057&t=k",04,1,,
2113364.43215114,752742.313604891,44803,911056,SR1005 ,RAILROAD,RAILROAD,WAKE,NA,150,60,NA,2113364.43215114,752742.31360489,-78.6176159,35.81765791,0921056,5,"Local, Rural",FO,1,302,END BENTS: REINFORCED CONCRETE,REINFORCED CONCRETE DECK ON STEEL I-BEAMS & PLATE GIRDERS,99,99,2,,"http://maps.google.com/maps?q=35.8176579106704,-78.6176158979659&z=20&ll=35.8176579106704,-78.6176158979659&t=k",27,1,,
